Date;Code INSEE région;Région;TMin (°C);TMax (°C);TMoy (°C)
2017-02-20;52;Pays de la Loire;4.25;12.7;8.48
2017-02-22;52;Pays de la Loire;9.6;11.9;10.75
2017-12-08;52;Pays de la Loire;3.05;8.0;5.52
2017-02-23;52;Pays de la Loire;9.15;12.45;10.8
2017-12-09;52;Pays de la Loire;-0.7;10.35;4.82
2016-07-27;52;Pays de la Loire;12.8;23.45;18.12
2017-12-13;52;Pays de la Loire;4.05;12.5;8.28
2016-09-02;52;Pays de la Loire;12.95;29.45;21.2
2017-12-14;52;Pays de la Loire;5.6;9.3;7.45
2016-08-02;52;Pays de la Loire;16.6;25.35;20.98
2017-03-04;52;Pays de la Loire;6.6;12.6;9.6
2016-08-04;52;Pays de la Loire;15.45;22.95;19.2
2017-12-20;52;Pays de la Loire;-1.35;9.1;3.88
2016-08-10;52;Pays de la Loire;7.35;21.0;14.18
2017-12-24;52;Pays de la Loire;7.65;10.05;8.85
2017-12-27;52;Pays de la Loire;4.5;8.25;6.38
2016-08-17;52;Pays de la Loire;14.25;30.05;22.15
2016-08-18;52;Pays de la Loire;16.15;24.2;20.17
2017-12-30;52;Pays de la Loire;9.8;14.6;12.2
2016-08-20;52;Pays de la Loire;13.45;23.75;18.6
2016-08-21;52;Pays de la Loire;12.0;24.25;18.12
2017-03-21;52;Pays de la Loire;8.5;12.95;10.72
2016-08-26;52;Pays de la Loire;19.1;33.5;26.3
2017-03-24;52;Pays de la Loire;2.15;12.75;7.45
2016-08-27;52;Pays de la Loire;17.3;33.7;25.5
2016-08-28;52;Pays de la Loire;16.35;26.35;21.35
2016-09-29;52;Pays de la Loire;12.95;23.35;18.15
2017-03-29;52;Pays de la Loire;5.3;22.1;13.7
2016-09-04;52;Pays de la Loire;17.15;24.4;20.78
2016-09-05;52;Pays de la Loire;19.25;26.4;22.82
2016-09-07;52;Pays de la Loire;17.05;31.9;24.48
2017-04-08;52;Pays de la Loire;7.1;24.4;15.75
2016-09-09;52;Pays de la Loire;10.15;26.15;18.15
2017-04-10;52;Pays de la Loire;8.7;19.3;14.0
2016-09-13;52;Pays de la Loire;17.95;30.95;24.45
2016-10-15;52;Pays de la Loire;5.3;17.65;11.48
2017-04-13;52;Pays de la Loire;3.35;17.6;10.48
2017-04-14;52;Pays de la Loire;3.9;15.85;9.88
2017-04-17;52;Pays de la Loire;2.95;16.3;9.62
2016-09-22;52;Pays de la Loire;10.55;23.4;16.97
2016-09-24;52;Pays de la Loire;8.65;26.7;17.67
2017-04-21;52;Pays de la Loire;1.0;19.05;10.02
2016-10-28;52;Pays de la Loire;6.1;15.75;10.92
2016-09-27;52;Pays de la Loire;12.1;22.35;17.23
2016-10-30;52;Pays de la Loire;8.6;17.85;13.23
2017-04-26;52;Pays de la Loire;-1.25;11.9;5.32
2016-10-06;52;Pays de la Loire;6.55;16.6;11.58
2016-10-08;52;Pays de la Loire;9.1;17.0;13.05
2017-04-30;52;Pays de la Loire;8.65;15.05;11.85
2016-10-11;52;Pays de la Loire;3.75;15.05;9.4
2016-11-08;52;Pays de la Loire;1.55;10.45;6.0
2016-11-09;52;Pays de la Loire;6.95;13.05;10.0
2016-11-10;52;Pays de la Loire;8.2;13.65;10.92
2017-05-07;52;Pays de la Loire;10.7;18.2;14.45
2017-05-08;52;Pays de la Loire;7.3;19.05;13.18
2017-05-09;52;Pays de la Loire;7.45;18.1;12.78
2016-11-17;52;Pays de la Loire;9.25;15.15;12.2
2016-11-18;52;Pays de la Loire;7.0;11.95;9.48
2016-10-23;52;Pays de la Loire;6.2;12.5;9.35
2017-05-21;52;Pays de la Loire;5.95;22.95;14.45
2016-11-22;52;Pays de la Loire;6.8;12.75;9.77
2016-10-31;52;Pays de la Loire;7.85;19.65;13.75
2017-05-29;52;Pays de la Loire;17.75;22.55;20.15
2017-06-02;52;Pays de la Loire;16.0;28.0;22.0
2017-06-05;52;Pays de la Loire;9.4;21.8;15.6
2016-12-06;52;Pays de la Loire;5.4;13.55;9.48
2016-12-08;52;Pays de la Loire;1.7;12.9;7.3
2017-06-08;52;Pays de la Loire;10.1;27.6;18.85
2017-06-10;52;Pays de la Loire;11.55;27.35;19.45
2017-06-15;52;Pays de la Loire;15.35;27.85;21.6
2017-06-16;52;Pays de la Loire;12.35;26.2;19.27
2016-11-26;52;Pays de la Loire;7.05;10.4;8.73
2017-06-20;52;Pays de la Loire;19.75;34.85;27.3
2016-11-30;52;Pays de la Loire;-0.85;10.0;4.57
2017-06-21;52;Pays de la Loire;18.55;34.35;26.45
2016-12-01;52;Pays de la Loire;-2.45;9.45;3.5
2016-12-21;52;Pays de la Loire;1.8;12.7;7.25
2016-12-22;52;Pays de la Loire;7.1;12.1;9.6
2016-12-04;52;Pays de la Loire;0.35;7.5;3.92
2016-12-10;52;Pays de la Loire;1.75;8.05;4.9
2016-12-11;52;Pays de la Loire;4.9;9.4;7.15
2017-07-05;52;Pays de la Loire;18.15;34.4;26.28
2016-12-12;52;Pays de la Loire;7.55;11.2;9.38
2017-01-02;52;Pays de la Loire;1.95;4.8;3.38
2017-01-04;52;Pays de la Loire;-2.35;5.2;1.42
2016-12-15;52;Pays de la Loire;1.7;10.75;6.22
2016-12-17;52;Pays de la Loire;0.4;9.6;5.35
2017-01-09;52;Pays de la Loire;6.25;10.25;8.25
2017-07-15;52;Pays de la Loire;10.6;28.05;19.32
2017-01-10;52;Pays de la Loire;5.05;9.85;7.45
2017-01-11;52;Pays de la Loire;6.9;13.6;10.25
2016-12-23;52;Pays de la Loire;1.7;12.0;6.85
2017-07-20;52;Pays de la Loire;15.85;23.3;19.58
2017-01-16;52;Pays de la Loire;4.4;8.4;6.4
2016-12-26;52;Pays de la Loire;8.2;12.75;10.48
2017-01-19;52;Pays de la Loire;-3.65;0.85;-1.4
2017-07-25;52;Pays de la Loire;14.35;24.9;19.62
2016-12-30;52;Pays de la Loire;-3.75;-1.0;-2.38
2017-01-24;52;Pays de la Loire;-5.55;6.95;0.7
2017-01-28;52;Pays de la Loire;4.15;12.2;8.18
2017-01-07;52;Pays de la Loire;-4.8;4.3;-0.25
2017-01-08;52;Pays de la Loire;2.15;8.3;5.22
2017-01-13;52;Pays de la Loire;2.75;9.4;6.08
2017-01-14;52;Pays de la Loire;-0.4;9.25;4.43
2017-08-12;52;Pays de la Loire;13.45;20.25;16.85
2017-08-14;52;Pays de la Loire;13.7;29.15;21.42
2017-02-14;52;Pays de la Loire;8.9;14.2;11.55
2017-02-15;52;Pays de la Loire;8.0;15.65;11.82
2017-01-20;52;Pays de la Loire;-6.55;2.15;-2.2
2017-08-18;52;Pays de la Loire;17.9;23.35;20.62
2017-02-18;52;Pays de la Loire;2.05;14.2;8.12
2017-01-22;52;Pays de la Loire;-4.8;8.6;1.9
2017-02-21;52;Pays de la Loire;9.85;12.35;11.1
2017-08-23;52;Pays de la Loire;16.95;25.3;21.12
2017-02-27;52;Pays de la Loire;6.85;12.95;9.9
2017-01-29;52;Pays de la Loire;1.75;11.4;6.57
2017-08-27;52;Pays de la Loire;19.1;31.85;25.48
2017-03-05;52;Pays de la Loire;4.5;12.85;8.68
2017-02-05;52;Pays de la Loire;5.9;12.0;8.95
2017-09-04;52;Pays de la Loire;14.5;23.6;19.05
2017-03-08;52;Pays de la Loire;7.85;13.4;10.62
2017-09-05;52;Pays de la Loire;16.45;23.45;19.95
2017-02-06;52;Pays de la Loire;1.9;10.85;6.38
2017-09-06;52;Pays de la Loire;14.05;20.4;17.23
2017-02-07;52;Pays de la Loire;6.0;12.75;9.38
2017-09-09;52;Pays de la Loire;11.85;18.8;15.32
2017-02-12;52;Pays de la Loire;-0.7;9.9;4.6
2017-03-13;52;Pays de la Loire;9.45;15.2;12.32
2017-02-13;52;Pays de la Loire;6.0;14.8;10.4
2017-03-17;52;Pays de la Loire;6.15;14.3;10.22
2017-02-16;52;Pays de la Loire;5.8;16.3;11.05
2017-09-16;52;Pays de la Loire;7.05;18.25;12.65
2017-02-17;52;Pays de la Loire;1.35;14.4;7.88
2017-02-19;52;Pays de la Loire;-2.0;14.05;6.02
2017-09-23;52;Pays de la Loire;7.8;23.4;15.6
2017-09-26;52;Pays de la Loire;13.7;20.55;17.12
2017-09-27;52;Pays de la Loire;9.9;22.9;16.4
2017-02-24;52;Pays de la Loire;3.2;11.8;7.5
2017-02-25;52;Pays de la Loire;-1.05;13.1;6.02
2017-10-04;52;Pays de la Loire;6.35;20.7;13.52
2017-04-01;52;Pays de la Loire;8.55;16.4;12.48
2017-02-26;52;Pays de la Loire;2.85;13.25;8.05
2017-03-01;52;Pays de la Loire;7.3;13.05;10.18
2017-04-05;52;Pays de la Loire;7.85;17.7;12.77
2017-04-12;52;Pays de la Loire;3.4;19.65;11.52
2017-10-14;52;Pays de la Loire;9.5;25.15;17.33
2017-03-09;52;Pays de la Loire;10.6;15.9;13.25
2017-03-11;52;Pays de la Loire;4.9;19.0;11.95
2017-03-12;52;Pays de la Loire;8.0;13.55;10.77
2017-03-14;52;Pays de la Loire;0.65;15.5;8.07
2017-04-20;52;Pays de la Loire;1.55;14.4;7.98
2017-10-29;52;Pays de la Loire;9.9;16.15;13.02
2017-04-28;52;Pays de la Loire;0.65;14.85;7.75
2017-03-25;52;Pays de la Loire;8.2;17.9;13.05
2017-05-02;52;Pays de la Loire;8.6;17.15;12.88
2017-05-03;52;Pays de la Loire;8.25;17.1;12.68
2017-11-08;52;Pays de la Loire;5.2;11.0;8.1
2017-04-06;52;Pays de la Loire;5.95;16.6;11.28
2017-11-18;52;Pays de la Loire;3.9;7.15;5.52
2017-05-13;52;Pays de la Loire;11.05;19.9;15.48
2017-04-15;52;Pays de la Loire;7.5;15.15;11.32
2017-05-16;52;Pays de la Loire;14.95;29.3;22.12
2017-05-18;52;Pays de la Loire;10.7;15.85;13.27
2017-11-26;52;Pays de la Loire;-1.0;9.05;4.02
2017-04-19;52;Pays de la Loire;3.2;14.5;8.85
2017-11-28;52;Pays de la Loire;5.75;11.0;8.38
2017-05-20;52;Pays de la Loire;5.25;18.2;11.73
2017-11-29;52;Pays de la Loire;-1.45;8.4;3.47
2017-04-22;52;Pays de la Loire;3.45;19.85;11.65
2017-04-23;52;Pays de la Loire;6.6;17.55;12.08
2017-04-24;52;Pays de la Loire;3.3;19.05;11.18
2017-04-27;52;Pays de la Loire;-1.1;13.1;6.0
2017-12-04;52;Pays de la Loire;4.4;11.6;8.0
2017-05-28;52;Pays de la Loire;18.7;29.95;24.32
2017-12-10;52;Pays de la Loire;4.4;13.3;8.85
2017-06-01;52;Pays de la Loire;14.75;28.4;21.58
2017-12-11;52;Pays de la Loire;5.55;9.35;7.45
2017-05-05;52;Pays de la Loire;8.65;20.65;14.65
2017-06-03;52;Pays de la Loire;15.9;19.5;17.7
2017-06-06;52;Pays de la Loire;10.9;18.3;14.6
2017-05-11;52;Pays de la Loire;11.85;18.7;15.27
2017-05-14;52;Pays de la Loire;11.0;20.5;15.75
2017-05-17;52;Pays de la Loire;14.4;26.85;20.62
2017-05-19;52;Pays de la Loire;6.45;15.45;10.95
2017-05-24;52;Pays de la Loire;13.5;26.15;19.82
2017-05-30;52;Pays de la Loire;13.95;22.05;18.0
2017-06-30;52;Pays de la Loire;13.55;17.1;15.32
2017-07-03;52;Pays de la Loire;14.25;24.65;19.45
2017-06-04;52;Pays de la Loire;8.8;21.55;15.18
2017-07-04;52;Pays de la Loire;12.1;30.75;21.42
2017-06-09;52;Pays de la Loire;14.0;23.25;18.62
2017-07-10;52;Pays de la Loire;16.6;24.15;20.38
2017-07-16;52;Pays de la Loire;14.1;29.75;21.92
2017-06-13;52;Pays de la Loire;12.1;24.15;18.12
2017-06-17;52;Pays de la Loire;14.1;29.4;21.75
2017-06-18;52;Pays de la Loire;18.15;32.1;25.12
2017-07-28;52;Pays de la Loire;12.9;24.05;18.47
2017-06-25;52;Pays de la Loire;16.1;26.1;21.1
2017-07-30;52;Pays de la Loire;17.3;24.0;20.65
2017-06-27;52;Pays de la Loire;18.5;24.85;21.68
2017-08-03;52;Pays de la Loire;18.2;25.35;21.78
2017-08-04;52;Pays de la Loire;16.95;23.25;20.1
2017-08-05;52;Pays de la Loire;15.05;23.8;19.42
2017-08-06;52;Pays de la Loire;9.6;24.55;17.08
2017-08-10;52;Pays de la Loire;12.05;21.3;16.68
2017-07-06;52;Pays de la Loire;19.3;30.0;24.65
2017-07-08;52;Pays de la Loire;17.75;32.25;25.0
2017-07-12;52;Pays de la Loire;17.1;22.35;19.72
2017-08-19;52;Pays de la Loire;9.25;22.25;15.75
2017-08-24;52;Pays de la Loire;13.75;25.6;19.67
2017-07-23;52;Pays de la Loire;12.4;20.65;16.52
2017-07-24;52;Pays de la Loire;12.65;22.0;17.32
2017-07-26;52;Pays de la Loire;14.45;22.35;18.4
2017-07-29;52;Pays de la Loire;16.05;26.0;21.02
2017-09-10;52;Pays de la Loire;10.6;20.1;15.35
2017-08-07;52;Pays de la Loire;11.1;27.6;19.35
2017-09-13;52;Pays de la Loire;14.65;19.25;16.95
2017-08-08;52;Pays de la Loire;14.4;21.25;17.83
2017-09-19;52;Pays de la Loire;8.6;19.2;13.9
2017-09-20;52;Pays de la Loire;6.0;20.3;13.15
2017-09-24;52;Pays de la Loire;12.05;24.2;18.12
2017-08-21;52;Pays de la Loire;13.75;28.75;21.25
2017-09-28;52;Pays de la Loire;15.05;22.55;18.8
2017-08-25;52;Pays de la Loire;17.7;26.35;22.02
2017-08-28;52;Pays de la Loire;20.75;33.25;27.0
2017-08-29;52;Pays de la Loire;19.7;32.6;26.15
2017-08-30;52;Pays de la Loire;14.75;19.15;16.95
2017-09-01;52;Pays de la Loire;10.1;20.85;15.48
2017-09-03;52;Pays de la Loire;10.5;19.0;14.75
2017-10-11;52;Pays de la Loire;13.4;20.8;17.1
2017-09-08;52;Pays de la Loire;14.0;19.7;16.85
2017-09-12;52;Pays de la Loire;10.3;19.85;15.08
2017-10-15;52;Pays de la Loire;9.35;23.75;16.55
2017-10-19;52;Pays de la Loire;13.85;20.0;16.92
2017-10-21;52;Pays de la Loire;12.05;17.35;14.7
2017-09-17;52;Pays de la Loire;9.2;16.95;13.08
2017-09-18;52;Pays de la Loire;4.4;19.25;11.82
2017-10-27;52;Pays de la Loire;10.2;16.85;13.52
2017-10-01;52;Pays de la Loire;14.25;18.25;16.25
2017-10-02;52;Pays de la Loire;15.15;18.7;16.92
2017-11-03;52;Pays de la Loire;8.15;17.35;12.75
2017-10-05;52;Pays de la Loire;5.15;16.5;10.82
2017-10-06;52;Pays de la Loire;5.5;17.55;11.52
2017-11-06;52;Pays de la Loire;1.25;12.5;6.88
2017-10-09;52;Pays de la Loire;11.25;17.55;14.4
2017-11-10;52;Pays de la Loire;8.85;13.65;11.25
2017-11-14;52;Pays de la Loire;-1.6;11.9;5.15
2017-11-15;52;Pays de la Loire;1.25;12.45;6.85
2017-11-16;52;Pays de la Loire;2.8;10.5;6.65
2017-10-17;52;Pays de la Loire;10.25;24.0;17.12
2017-10-22;52;Pays de la Loire;8.55;14.75;11.65
2017-10-23;52;Pays de la Loire;10.2;16.6;13.4
2017-11-19;52;Pays de la Loire;4.15;12.2;8.18
2017-11-22;52;Pays de la Loire;4.9;16.9;10.9
2017-10-26;52;Pays de la Loire;9.85;23.65;16.75
2017-11-24;52;Pays de la Loire;10.15;13.75;11.95
2017-10-30;52;Pays de la Loire;5.4;13.75;9.57
2017-11-02;52;Pays de la Loire;8.15;18.0;13.08
2017-12-07;52;Pays de la Loire;0.5;11.95;6.22
2017-11-12;52;Pays de la Loire;7.65;14.5;11.08
2017-11-17;52;Pays de la Loire;1.8;13.25;7.52
2017-12-29;52;Pays de la Loire;1.5;13.5;7.5
2017-12-31;52;Pays de la Loire;9.95;15.15;12.55
2017-11-27;52;Pays de la Loire;0.55;12.15;6.35
2017-12-01;52;Pays de la Loire;0.05;7.0;3.52
2017-12-03;52;Pays de la Loire;-2.9;8.45;2.78
2017-12-05;52;Pays de la Loire;4.55;9.15;6.85
2017-12-06;52;Pays de la Loire;4.0;9.65;6.82
2017-12-17;52;Pays de la Loire;1.2;10.6;5.9
2017-12-21;52;Pays de la Loire;7.2;10.1;8.65
2017-12-22;52;Pays de la Loire;8.35;10.4;9.38
2017-12-23;52;Pays de la Loire;8.55;10.7;9.62
2017-12-26;52;Pays de la Loire;4.1;10.0;7.05
2017-12-28;52;Pays de la Loire;-1.95;7.7;2.88
2020-06-28;52;Pays de la Loire;14.2;20.15;17.18
2020-07-11;52;Pays de la Loire;9.25;24.85;17.05
2020-07-18;52;Pays de la Loire;14.4;29.9;22.15
2020-07-19;52;Pays de la Loire;12.8;31.55;22.18
2018-01-03;52;Pays de la Loire;9.95;13.8;11.88
2018-01-08;52;Pays de la Loire;6.7;9.15;7.92
2018-01-12;52;Pays de la Loire;2.9;6.2;4.55
2018-01-16;52;Pays de la Loire;9.35;12.7;11.02
2018-01-17;52;Pays de la Loire;4.85;10.8;7.82
2018-01-18;52;Pays de la Loire;7.35;13.05;10.2
2018-02-06;52;Pays de la Loire;-1.35;2.9;0.77
2020-07-21;52;Pays de la Loire;15.2;28.15;21.68
2018-02-12;52;Pays de la Loire;-1.9;8.55;3.32
2020-07-22;52;Pays de la Loire;14.75;29.25;22.0
2020-07-27;52;Pays de la Loire;11.8;27.85;19.82
2020-07-31;52;Pays de la Loire;21.45;31.45;26.45
2020-08-12;52;Pays de la Loire;21.0;30.0;25.5
2019-04-02;52;Pays de la Loire;7.65;13.75;10.7
2019-04-05;52;Pays de la Loire;6.5;12.85;9.68
2019-04-10;52;Pays de la Loire;4.8;12.95;8.88
2019-04-11;52;Pays de la Loire;4.95;15.4;10.17
2019-04-13;52;Pays de la Loire;2.7;12.1;7.4
2020-08-15;52;Pays de la Loire;13.75;28.35;21.05
2020-08-16;52;Pays de la Loire;14.85;24.75;19.8
2020-08-17;52;Pays de la Loire;16.05;24.7;20.38
2019-04-18;52;Pays de la Loire;10.7;23.95;17.32
2019-04-20;52;Pays de la Loire;11.65;25.55;18.6
2019-04-21;52;Pays de la Loire;10.55;23.75;17.15
2019-04-22;52;Pays de la Loire;9.15;22.6;15.88
2020-08-25;52;Pays de la Loire;15.4;25.25;20.32
2020-08-27;52;Pays de la Loire;11.7;24.2;17.95
2020-08-30;52;Pays de la Loire;8.95;18.85;13.9
2020-08-31;52;Pays de la Loire;8.8;22.5;15.65
2019-04-24;52;Pays de la Loire;9.8;14.8;12.3
2019-04-25;52;Pays de la Loire;8.6;14.95;11.78
2019-05-01;52;Pays de la Loire;8.55;19.1;13.82
2019-05-04;52;Pays de la Loire;7.1;12.5;9.8
2020-09-15;52;Pays de la Loire;15.95;30.25;23.1
2019-05-10;52;Pays de la Loire;6.8;14.65;10.73
2020-09-19;52;Pays de la Loire;18.35;24.75;21.55
2020-09-27;52;Pays de la Loire;6.85;15.4;11.12
2019-05-24;52;Pays de la Loire;12.55;22.5;17.52
2020-10-02;52;Pays de la Loire;9.6;16.5;13.05
2019-05-25;52;Pays de la Loire;10.2;21.9;16.05
2020-10-03;52;Pays de la Loire;7.65;13.65;10.65
2019-05-27;52;Pays de la Loire;13.7;21.6;17.65
2020-10-04;52;Pays de la Loire;8.9;16.3;12.6
2020-10-07;52;Pays de la Loire;11.2;17.95;14.58
2019-06-01;52;Pays de la Loire;12.25;30.7;21.48
2020-10-15;52;Pays de la Loire;6.65;13.85;10.25
2020-10-18;52;Pays de la Loire;5.85;16.05;10.95
2019-06-09;52;Pays de la Loire;10.55;20.25;15.4
2019-06-25;52;Pays de la Loire;16.8;29.9;23.35
2019-06-27;52;Pays de la Loire;22.9;37.45;30.17
2019-06-28;52;Pays de la Loire;23.55;35.2;29.38
2020-10-20;52;Pays de la Loire;12.85;18.15;15.5
2020-10-23;52;Pays de la Loire;8.85;18.85;13.85
2020-10-25;52;Pays de la Loire;10.05;14.5;12.28
2020-10-30;52;Pays de la Loire;12.8;17.7;15.25
2020-11-03;52;Pays de la Loire;5.9;13.15;9.52
2020-11-04;52;Pays de la Loire;0.35;11.95;6.15
2020-11-08;52;Pays de la Loire;12.95;17.8;15.38
2019-07-02;52;Pays de la Loire;12.6;27.8;20.2
2019-07-09;52;Pays de la Loire;14.8;27.45;21.12
2019-07-14;52;Pays de la Loire;16.5;26.6;21.55
2019-07-18;52;Pays de la Loire;14.3;23.8;19.05
2020-11-14;52;Pays de la Loire;11.45;17.4;14.42
2020-11-15;52;Pays de la Loire;11.85;15.45;13.65
2019-07-23;52;Pays de la Loire;19.05;39.75;29.4
2020-11-16;52;Pays de la Loire;8.7;14.45;11.58
2020-11-22;52;Pays de la Loire;0.95;13.25;7.1
2020-11-24;52;Pays de la Loire;1.6;13.15;7.38
2020-11-27;52;Pays de la Loire;3.75;12.2;7.98
2020-12-03;52;Pays de la Loire;5.55;9.15;7.35
2019-07-28;52;Pays de la Loire;12.7;24.75;18.73
2019-07-30;52;Pays de la Loire;16.15;23.2;19.68
2019-08-03;52;Pays de la Loire;14.75;30.95;22.85
2019-08-10;52;Pays de la Loire;17.55;25.1;21.33
2019-08-19;52;Pays de la Loire;11.25;23.85;17.55
2019-08-24;52;Pays de la Loire;15.5;33.7;24.6
2019-08-26;52;Pays de la Loire;16.15;34.55;25.35
2019-08-27;52;Pays de la Loire;17.25;31.35;24.3
2019-04-01;52;Pays de la Loire;8.2;20.75;14.48
2019-04-03;52;Pays de la Loire;2.75;10.1;6.43
2019-04-07;52;Pays de la Loire;5.1;15.75;10.42
2019-04-09;52;Pays de la Loire;5.25;17.7;11.48
2019-09-10;52;Pays de la Loire;11.95;22.95;17.45
2019-09-12;52;Pays de la Loire;14.75;23.8;19.28
2019-09-21;52;Pays de la Loire;15.7;28.75;22.22
2019-09-29;52;Pays de la Loire;13.75;20.9;17.32
2019-04-28;52;Pays de la Loire;6.1;14.4;10.25
2019-04-30;52;Pays de la Loire;4.8;19.35;12.08
2019-05-02;52;Pays de la Loire;8.05;16.3;12.18
2019-05-08;52;Pays de la Loire;10.55;18.1;14.32
2019-05-11;52;Pays de la Loire;9.95;17.9;13.92
2019-10-02;52;Pays de la Loire;13.35;17.7;15.52
2019-10-11;52;Pays de la Loire;10.6;21.75;16.18
2019-10-12;52;Pays de la Loire;12.25;22.45;17.35
2019-10-20;52;Pays de la Loire;10.95;13.2;12.08
2019-05-18;52;Pays de la Loire;10.25;16.85;13.55
2019-05-28;52;Pays de la Loire;9.65;18.0;13.82
2019-05-30;52;Pays de la Loire;13.0;20.9;16.95
2019-10-24;52;Pays de la Loire;10.55;16.3;13.42
2019-10-27;52;Pays de la Loire;8.45;14.1;11.28
2019-11-03;52;Pays de la Loire;8.95;14.5;11.72
2019-11-05;52;Pays de la Loire;6.6;12.45;9.52
2019-11-07;52;Pays de la Loire;5.65;11.05;8.35
2019-11-11;52;Pays de la Loire;3.9;11.45;7.68
2019-11-13;52;Pays de la Loire;1.55;11.25;6.4
2019-10-22;52;Pays de la Loire;4.45;15.45;9.95
2019-10-23;52;Pays de la Loire;11.35;16.45;13.9
2019-10-25;52;Pays de la Loire;11.25;19.25;15.25
2019-10-30;52;Pays de la Loire;10.2;14.35;12.28
2019-11-01;52;Pays de la Loire;12.75;17.3;15.02
2019-11-04;52;Pays de la Loire;9.65;14.75;12.2
2019-11-21;52;Pays de la Loire;2.5;9.2;5.85
2019-11-22;52;Pays de la Loire;5.15;11.6;8.38
2019-11-25;52;Pays de la Loire;9.25;13.3;11.28
2019-11-27;52;Pays de la Loire;9.75;13.8;11.78
2019-11-17;52;Pays de la Loire;2.5;7.7;5.1
2019-11-20;52;Pays de la Loire;-0.7;8.15;3.72
2019-11-26;52;Pays de la Loire;10.15;14.85;12.5
2019-12-01;52;Pays de la Loire;4.9;6.65;5.78
2019-12-02;52;Pays de la Loire;1.25;7.9;4.57
2019-12-14;52;Pays de la Loire;8.8;13.35;11.08
2019-12-18;52;Pays de la Loire;3.25;13.15;8.2
2019-12-07;52;Pays de la Loire;9.05;12.25;10.65
2019-12-10;52;Pays de la Loire;-0.35;10.4;5.03
2019-12-21;52;Pays de la Loire;6.7;11.6;9.15
2020-06-29;52;Pays de la Loire;11.8;21.1;16.45
2020-06-30;52;Pays de la Loire;14.35;22.1;18.23
2019-04-04;52;Pays de la Loire;-1.45;12.5;5.52
2020-07-02;52;Pays de la Loire;13.9;22.15;18.02
2019-04-19;52;Pays de la Loire;9.45;26.15;17.8
2020-07-17;52;Pays de la Loire;13.45;28.55;21.0
2020-07-23;52;Pays de la Loire;14.0;29.1;21.55
2020-08-04;52;Pays de la Loire;8.75;26.1;17.42
2020-08-07;52;Pays de la Loire;18.95;39.15;29.05
2019-05-06;52;Pays de la Loire;1.3;16.2;8.75
2019-05-07;52;Pays de la Loire;5.35;17.95;11.65
2019-05-12;52;Pays de la Loire;4.0;17.95;10.98
2020-08-13;52;Pays de la Loire;19.25;25.35;22.3
2020-08-14;52;Pays de la Loire;17.7;25.7;21.7
2020-08-19;52;Pays de la Loire;17.45;25.0;21.22
2020-08-22;52;Pays de la Loire;15.95;24.75;20.35
2020-08-26;52;Pays de la Loire;15.1;24.3;19.7
2020-08-28;52;Pays de la Loire;14.0;22.45;18.23
2020-09-01;52;Pays de la Loire;9.3;23.75;16.52
2019-05-26;52;Pays de la Loire;11.2;18.25;14.73
2019-05-31;52;Pays de la Loire;8.35;27.25;17.8
2019-06-03;52;Pays de la Loire;14.6;22.35;18.48
2019-06-05;52;Pays de la Loire;12.0;16.5;14.25
2020-09-05;52;Pays de la Loire;15.2;22.35;18.77
2020-09-10;52;Pays de la Loire;15.85;27.2;21.52
2020-09-13;52;Pays de la Loire;11.25;30.1;20.68
2020-09-16;52;Pays de la Loire;16.6;30.6;23.6
2020-09-21;52;Pays de la Loire;16.2;25.25;20.72
2020-09-23;52;Pays de la Loire;14.85;21.6;18.23
2020-12-10;52;Pays de la Loire;4.9;11.1;8.0
2020-12-15;52;Pays de la Loire;6.95;13.15;10.05
2020-12-17;52;Pays de la Loire;6.55;13.35;9.95
2020-12-19;52;Pays de la Loire;8.1;13.35;10.72
2020-12-24;52;Pays de la Loire;4.25;9.2;6.72
2020-12-26;52;Pays de la Loire;-0.4;9.0;4.3
2019-11-08;52;Pays de la Loire;4.4;9.95;7.18
2019-11-09;52;Pays de la Loire;0.5;9.7;5.1
2019-11-12;52;Pays de la Loire;4.05;11.35;7.7
2020-12-28;52;Pays de la Loire;2.45;7.65;5.05
2019-11-23;52;Pays de la Loire;7.65;12.85;10.25
2019-11-24;52;Pays de la Loire;2.6;11.7;7.15
2019-11-29;52;Pays de la Loire;7.9;13.6;10.75
2021-01-04;52;Pays de la Loire;-0.1;2.95;1.42
2019-11-30;52;Pays de la Loire;5.35;9.3;7.32
2021-01-06;52;Pays de la Loire;1.95;4.1;3.02
2021-01-10;52;Pays de la Loire;-1.0;5.7;2.35
2019-12-03;52;Pays de la Loire;-1.45;6.75;2.65
2021-01-14;52;Pays de la Loire;7.55;12.35;9.95
2021-01-16;52;Pays de la Loire;-2.1;8.95;3.42
2021-01-17;52;Pays de la Loire;4.5;10.15;7.32
2021-01-18;52;Pays de la Loire;-1.65;8.3;3.32
2021-01-23;52;Pays de la Loire;2.65;7.5;5.08
2021-01-30;52;Pays de la Loire;9.5;12.4;10.95
2021-02-01;52;Pays de la Loire;10.0;12.6;11.3
2019-12-15;52;Pays de la Loire;8.45;12.35;10.4
2019-12-22;52;Pays de la Loire;8.65;11.55;10.1
2020-12-06;52;Pays de la Loire;4.5;7.35;5.92
2020-12-08;52;Pays de la Loire;0.45;8.65;4.55
2020-12-12;52;Pays de la Loire;6.85;11.35;9.1
2021-02-13;52;Pays de la Loire;-4.1;1.45;-1.33
2021-02-16;52;Pays de la Loire;6.1;12.35;9.22
