Numéro de boucle;Libellé;Jour;00;01;02;03;04;05;06;07;08;09;10;11;12;13;14;15;16;17;18;19;20;21;22;23;Probabilité de présence d'anomalies;Jour de la semaine
0672;Pont de Pornic vers Nord;2021-05-30;4;6;2;1;3;1;1;3;4;14;21;46;29;22;23;43;57;;;;;;;;Faible;7
0682;pont Anne de Bretagne vers Sud;2021-05-30;5;6;5;4;5;3;6;6;14;47;63;68;58;42;55;71;69;;;;;;;;Faible;7
0959;Sorinières Vers Sud;2021-05-30;0;0;0;0;0;0;0;1;4;7;3;13;12;1;2;3;1;;;;;;;;Faible;7
0979;3 Continents vers Sud;2021-05-30;18;3;12;0;3;0;6;9;24;33;69;81;111;24;63;105;142;;;;;;;;Faible;7
0785;50 Otages Vers Sud;2021-05-30;12;5;6;6;8;14;10;18;47;68;94;97;138;86;81;121;141;;;;;;;;Faible;7
0890;Pont de Pirmil vers Sud;2021-05-30;13;15;8;2;10;11;24;19;47;69;104;122;139;112;113;120;123;;;;;;;;Faible;7
0943;Magellan vers Ouest;2021-05-30;0;0;0;0;0;0;1;1;2;6;14;16;8;14;8;26;29;;;;;;;;Faible;7
0977;3 Continents vers Nord;2021-05-30;0;0;0;0;0;0;0;0;0;15;9;15;6;0;9;6;17;;;;;;;;Faible;7
0980;Pont Tabarly vers Sud;2021-05-30;0;0;0;0;0;0;0;0;0;1;7;6;4;4;2;6;12;;;;;;;;Faible;7
9999;;2021-05-30;1;2;3;0;0;1;0;1;2;7;8;8;14;11;28;34;16;;;;;;;;Faible;7
0665;Bonduelle vers Nord;2021-05-30;3;2;2;3;3;1;3;5;13;18;24;23;29;32;35;36;25;;;;;;;;Faible;7
0677;Pont Willy Brandt vers Malakoff;2021-05-30;0;2;0;0;0;0;3;1;3;12;11;12;10;13;5;11;11;;;;;;;;Faible;7
0679;Bd Malakoff vers Gare Sud;2021-05-30;0;0;0;0;0;0;0;1;2;0;1;6;3;3;7;6;3;;;;;;;;Faible;7
0680;Stalingrad vers ouest;2021-05-30;5;2;4;1;1;4;0;1;14;19;23;24;28;13;21;33;33;;;;;;;;Faible;7
0881;Madeleine vers Sud;2021-05-30;8;5;5;4;4;1;5;5;31;40;54;82;97;82;78;99;116;;;;;;;;Faible;7
0946;Magellan vers Est;2021-05-30;3;6;6;5;2;1;2;3;5;28;37;45;25;34;30;66;60;;;;;;;;Faible;7
0995;Ceineray vers Ouest;2021-05-30;0;1;0;0;1;0;2;4;8;23;34;40;41;31;48;49;57;;;;;;;;Faible;7
9998;;2021-05-30;3;2;2;0;1;2;0;2;9;19;18;34;40;25;9;30;32;;;;;;;;Faible;7
0664;Bonduelle vers sud;2021-05-30;3;2;1;5;1;3;4;3;9;19;19;28;34;28;27;29;43;;;;;;;;Faible;7
0743;Philippot vers ouest;2021-05-30;6;6;0;4;0;0;2;2;10;17;25;28;40;43;32;27;51;;;;;;;;Faible;7
0747;Chemin de halage Tortière vers Nord;2021-05-30;0;0;0;0;0;0;0;11;11;38;30;68;56;29;35;65;71;;;;;;;;Faible;7
0944;Magellan vers Est;2021-05-30;0;1;2;2;1;0;0;1;1;11;18;17;11;19;18;40;19;;;;;;;;Faible;7
0948;Bd Malakoff vers Est;2021-05-30;0;4;2;2;1;0;0;3;9;24;43;41;28;25;32;45;40;;;;;;;;Faible;7
0996;Van Iseghem vers Nord;2021-05-30;2;0;0;0;0;0;0;10;13;28;36;56;63;21;38;61;71;;;;;;;;Faible;7
0668;De Gaulle vers sud;2021-05-29;5;1;2;2;1;2;5;4;6;15;18;32;34;29;25;19;23;36;39;23;37;40;9;6;;6
0669;De Gaulle sortie Clémenceau vers Nord;2021-05-29;1;4;1;0;2;3;2;12;25;25;38;30;26;20;29;25;38;37;21;15;12;8;8;2;;6
0679;Bd Malakoff vers Gare Sud;2021-05-29;0;1;0;0;0;0;0;1;5;1;5;2;6;3;5;1;6;3;5;3;1;0;2;2;;6
0725;Pont Tabarly vers Sud;2021-05-29;3;0;0;2;0;3;3;6;8;15;19;15;13;16;21;21;17;21;20;10;15;5;2;8;;6
0785;50 Otages Vers Sud;2021-05-29;12;5;4;5;6;4;13;24;66;87;137;148;184;135;148;210;255;239;235;177;128;93;39;34;;6
0787;50 Otages Vers Sud;2021-05-29;14;1;3;5;1;6;9;19;53;84;122;128;116;90;100;158;184;131;138;83;66;37;27;14;;6
0948;Bd Malakoff vers Est;2021-05-29;1;1;0;0;2;0;0;2;11;21;22;30;12;6;22;36;24;25;22;14;10;13;5;3;;6
0949;avenue de la Libération vers Sud;2021-05-29;0;0;0;1;0;1;1;1;4;5;8;9;15;4;8;13;7;8;10;9;6;17;7;8;;6
9999;;2021-05-29;4;0;3;2;0;2;0;2;6;8;13;12;16;25;30;37;20;13;20;16;25;23;1;6;;6
0666;Pont Audibert vers Sud;2021-05-29;2;1;0;0;0;0;1;5;4;7;5;6;3;6;6;11;10;12;6;17;12;11;5;1;;6
0727;Pont Tabarly vers Nord;2021-05-29;7;1;0;0;1;1;4;6;5;13;11;17;19;5;20;23;20;21;32;15;16;10;9;6;;6
0745;Calvaire vers Ouest;2021-05-29;0;3;0;1;0;0;0;0;0;2;5;6;6;13;13;8;18;18;22;7;8;11;2;1;;6
0788;50 Otages Vers Nord;2021-05-29;16;5;9;6;2;5;3;13;27;39;78;97;118;91;115;141;144;184;166;138;124;125;37;19;;6
0881;Madeleine vers Sud;2021-05-29;9;7;5;5;6;3;9;28;45;76;108;122;137;90;96;155;192;162;147;94;71;50;17;8;;6
0943;Magellan vers Ouest;2021-05-29;0;0;0;0;1;0;1;4;7;9;16;24;10;8;15;16;21;23;11;10;13;10;2;1;;6
0979;3 Continents vers Sud;2021-05-29;15;3;3;0;6;9;6;15;42;72;63;60;93;57;86;108;156;168;126;45;72;33;12;3;;6
0981;Pont Tabarly vers Nord;2021-05-29;0;1;0;0;0;1;1;1;1;8;10;7;8;6;5;7;16;18;17;7;13;4;1;0;;6
0989;Kennedy vers Ouest;2021-05-29;0;2;2;0;0;1;2;4;5;9;16;24;20;18;26;21;38;23;28;21;31;15;4;0;;6
0997;Van Iseghem vers Sud;2021-05-29;2;0;0;0;0;0;2;10;31;28;43;43;42;28;27;55;67;82;48;28;12;7;3;1;;6
0664;Bonduelle vers sud;2021-05-29;4;7;3;0;3;1;9;5;15;16;23;47;31;43;42;35;25;52;34;31;48;51;17;7;;6
0744;Calvaire vers Est;2021-05-29;7;1;1;1;0;4;2;5;7;25;49;56;62;46;43;46;46;63;63;47;38;15;9;6;;6
0786;50 Otages Vers Nord;2021-05-29;23;10;13;8;6;3;7;25;55;94;135;161;183;130;152;242;246;225;233;162;151;120;26;19;;6
0673;Pont de Pornic vers Sud;2021-05-29;4;3;1;0;0;1;1;5;2;6;10;20;15;12;10;18;19;27;16;22;16;11;8;3;;6
0674;Pont Haudaudine vers Sud;2021-05-29;6;1;1;3;2;2;3;4;18;22;28;20;49;44;30;42;51;34;49;41;38;29;15;9;;6
0947;Bd Malakoff vers Ouest;2021-05-29;0;0;0;0;0;0;2;5;7;12;30;26;23;14;22;37;38;39;40;15;12;2;2;0;;6
0977;3 Continents vers Nord;2021-05-29;0;0;0;0;0;0;0;0;6;12;15;18;18;9;9;18;12;24;21;0;12;0;0;0;;6
0994;Ceineray vers Est;2021-05-29;6;0;1;4;0;1;0;3;8;21;29;39;45;46;35;48;50;74;76;64;38;27;5;5;;6
0996;Van Iseghem vers Nord;2021-05-29;2;4;3;4;1;2;1;11;15;29;28;43;40;37;34;68;49;74;66;55;28;36;6;8;;6
0665;Bonduelle vers Nord;2021-05-29;7;7;2;1;3;3;4;13;21;25;43;26;30;27;37;31;46;45;32;39;20;14;15;2;;6
0945;Magellan vers Ouest;2021-05-29;8;3;1;1;2;2;3;8;16;20;19;49;25;18;40;31;53;45;37;30;27;23;11;8;;6
0670;Pont de Pirmil vers Sud;2021-05-29;2;3;2;1;3;2;4;7;15;18;17;25;28;22;18;21;25;21;15;22;18;14;10;5;;6
0672;Pont de Pornic vers Nord;2021-05-29;8;5;2;10;0;2;3;8;26;24;36;50;37;24;34;70;61;50;57;36;21;32;6;12;;6
0675;Pont Haudaudine vers Nord;2021-05-29;8;3;3;1;0;3;0;4;18;18;36;39;56;42;41;40;56;50;31;43;41;38;7;13;;6
0676;Pont Willy Brandt vers Beaulieu;2021-05-29;3;3;0;0;2;1;2;2;8;11;17;6;19;11;12;17;15;22;19;21;13;12;4;1;;6
0682;pont Anne de Bretagne vers Sud;2021-05-29;4;8;4;7;3;5;4;16;36;63;53;50;50;61;59;71;77;71;66;61;46;35;7;5;;6
0746;Chemin de halage Tortière vers Sud;2021-05-29;3;1;0;0;0;1;2;3;24;22;35;49;52;30;25;54;81;88;35;26;12;9;1;0;;6
0847;Entrée pont Audibert vers Sud;2021-05-29;20;9;8;6;9;11;11;20;53;49;77;127;111;98;129;118;157;176;152;114;126;84;37;32;;6
0880;Madeleine vers Nord;2021-05-29;8;9;5;4;4;5;7;12;36;46;65;83;107;76;95;114;143;144;150;94;106;68;29;23;;6
0944;Magellan vers Est;2021-05-29;0;1;0;0;2;0;3;8;12;14;16;12;21;14;17;22;19;20;25;8;12;8;2;2;;6
0946;Magellan vers Est;2021-05-29;5;5;1;1;3;6;3;5;13;23;32;30;44;31;31;43;45;50;55;29;32;34;6;6;;6
0980;Pont Tabarly vers Sud;2021-05-29;0;0;0;0;0;0;0;0;0;1;1;4;11;0;5;0;14;2;3;3;6;4;0;0;;6
0986;Tremie vers Ouest;2021-05-29;0;2;1;0;0;1;1;2;6;11;11;9;8;6;12;9;9;8;15;7;0;2;2;6;;6
0987;Tremie vers Est;2021-05-29;0;0;0;1;0;4;0;0;3;4;6;7;5;8;5;7;16;9;11;14;3;6;1;2;;6
0667;Entrée pont Audibert vers Nord;2021-05-29;23;14;11;4;8;6;16;37;61;86;112;132;163;114;108;193;221;183;183;96;92;80;24;18;;6
0677;Pont Willy Brandt vers Malakoff;2021-05-29;2;0;1;0;0;0;3;0;5;16;10;12;7;10;11;9;12;15;21;8;10;5;3;4;;6
0680;Stalingrad vers ouest;2021-05-29;2;10;6;0;1;2;2;8;9;29;25;28;32;18;25;35;29;36;30;35;19;10;6;7;;6
0681;Stalingrad vers est;2021-05-29;8;5;1;0;1;2;1;5;10;8;17;23;30;27;29;27;37;33;29;37;26;22;12;7;;6
0683;pont Anne de Bretagne vers Nord;2021-05-29;5;0;5;0;0;2;1;9;8;18;12;36;28;33;37;34;51;65;68;49;39;28;5;3;;6
0742;Philippot vers Est;2021-05-29;4;7;8;3;0;1;1;13;19;34;39;65;67;35;42;51;68;79;72;76;62;54;15;12;;6
0747;Chemin de halage Tortière vers Nord;2021-05-29;0;3;0;1;0;0;2;13;16;41;23;36;34;32;32;58;48;62;49;43;18;23;8;0;;6
0890;Pont de Pirmil vers Sud;2021-05-29;8;10;7;10;11;11;17;36;58;82;116;116;119;105;98;140;156;157;190;100;77;93;30;26;;6
0988;Kennedy vers Est;2021-05-29;0;0;0;0;0;0;0;4;10;10;15;12;9;10;9;19;15;15;20;9;12;9;0;1;;6
9998;;2021-05-29;0;3;0;5;0;1;4;5;10;31;39;37;42;37;23;29;26;27;33;20;18;19;10;4;;6
0950;avenue de la Libération vers Nord;2021-05-29;1;2;1;1;0;2;7;10;7;21;25;21;19;22;19;47;38;27;34;17;13;6;4;2;;6
0743;Philippot vers ouest;2021-05-29;10;2;1;1;0;3;1;7;32;50;50;61;45;40;55;73;91;56;57;53;39;37;11;6;;6
0959;Sorinières Vers Sud;2021-05-29;0;0;0;0;0;0;0;0;2;2;18;11;4;6;6;15;8;4;0;3;3;0;1;0;;6
0960;Sorinières Vers Nord;2021-05-29;0;0;0;0;0;1;1;0;3;0;10;7;3;2;0;9;10;6;3;0;0;1;1;0;;6
0995;Ceineray vers Ouest;2021-05-29;4;1;1;1;0;3;1;4;25;40;54;60;74;38;48;59;65;91;76;49;35;26;5;6;;6
0670;Pont de Pirmil vers Sud;2021-05-28;1;1;0;1;3;4;6;29;27;14;15;23;18;18;21;17;31;20;23;22;24;24;15;5;;5
0672;Pont de Pornic vers Nord;2021-05-28;7;0;0;0;1;0;10;64;197;85;30;40;63;55;50;45;87;121;128;83;34;46;3;7;;5
0745;Calvaire vers Ouest;2021-05-28;0;0;0;0;0;0;0;1;10;6;6;5;14;7;12;14;16;17;23;9;4;10;2;1;;5
0890;Pont de Pirmil vers Sud;2021-05-28;22;5;8;5;7;13;31;125;350;153;75;110;136;168;150;138;204;315;277;149;122;130;43;26;;5
0664;Bonduelle vers sud;2021-05-28;7;0;1;0;2;1;10;37;118;43;27;38;49;50;50;48;70;118;99;60;46;55;14;11;;5
0668;De Gaulle vers sud;2021-05-28;1;0;0;0;2;1;8;21;50;30;15;34;53;27;33;41;49;94;89;48;39;45;10;5;;5
0673;Pont de Pornic vers Sud;2021-05-28;1;1;0;1;0;1;5;16;23;12;12;15;27;12;14;6;16;24;16;10;12;18;9;1;;5
0682;pont Anne de Bretagne vers Sud;2021-05-28;2;1;2;0;3;8;12;50;187;112;48;45;58;63;69;70;83;126;115;93;58;50;10;13;;5
0787;50 Otages Vers Sud;2021-05-28;5;2;1;2;3;4;18;73;264;159;106;76;151;152;120;122;147;221;189;115;67;54;21;0;;5
0945;Magellan vers Ouest;2021-05-28;4;2;4;0;1;2;5;22;67;35;27;33;42;38;36;42;43;95;84;47;35;55;14;4;;5
0987;Tremie vers Est;2021-05-28;1;0;0;0;0;0;2;5;13;3;5;6;15;9;8;11;9;25;20;11;11;13;2;1;;5
0988;Kennedy vers Est;2021-05-28;0;1;0;0;0;0;1;24;69;28;7;7;6;13;9;5;15;43;32;11;13;2;1;2;;5
0950;avenue de la Libération vers Nord;2021-05-28;1;2;1;1;0;6;13;50;95;31;29;27;42;29;25;23;29;48;46;30;16;6;4;4;;5
0667;Entrée pont Audibert vers Nord;2021-05-28;18;11;5;3;5;6;39;151;376;203;108;132;170;172;146;147;170;281;290;177;116;131;40;14;;5
0677;Pont Willy Brandt vers Malakoff;2021-05-28;0;1;0;0;1;1;3;18;41;28;13;7;21;20;19;20;16;23;30;12;8;4;2;3;;5
0727;Pont Tabarly vers Nord;2021-05-28;4;3;1;0;2;3;12;37;56;17;25;21;27;33;22;14;28;49;49;22;17;19;6;2;;5
0786;50 Otages Vers Nord;2021-05-28;18;7;8;0;5;5;18;88;262;134;99;150;210;186;182;182;213;358;372;233;192;193;64;26;;5
0880;Madeleine vers Nord;2021-05-28;7;2;1;1;2;4;25;90;217;118;62;80;123;128;116;118;129;267;175;126;116;122;33;16;;5
0994;Ceineray vers Est;2021-05-28;2;0;0;1;0;0;0;27;51;15;18;27;63;43;33;54;63;84;99;77;59;63;3;4;;5
0995;Ceineray vers Ouest;2021-05-28;2;0;1;2;1;3;12;39;147;66;48;37;74;55;50;59;60;125;103;64;45;25;8;1;;5
9999;;2021-05-28;4;2;0;2;0;2;1;9;18;15;7;9;36;27;39;48;25;24;47;37;35;49;10;3;;5
0981;Pont Tabarly vers Nord;2021-05-28;0;0;0;2;0;2;0;5;14;11;7;6;10;14;4;4;11;21;14;19;6;11;7;0;;5
0986;Tremie vers Ouest;2021-05-28;0;0;0;0;0;0;4;9;48;22;6;13;22;20;16;9;20;23;16;14;4;3;2;2;;5
0665;Bonduelle vers Nord;2021-05-28;3;3;0;0;5;2;20;43;101;57;32;25;51;42;44;37;66;87;97;51;28;28;12;7;;5
0680;Stalingrad vers ouest;2021-05-28;0;1;2;1;4;5;9;27;59;44;18;28;42;52;25;31;36;66;47;43;34;22;11;8;;5
0683;pont Anne de Bretagne vers Nord;2021-05-28;6;4;0;2;0;0;7;35;82;38;13;19;58;58;31;40;57;94;82;66;59;56;14;4;;5
0743;Philippot vers ouest;2021-05-28;5;3;3;0;0;1;8;42;102;77;33;46;72;75;66;60;72;121;134;80;60;72;13;7;;5
0881;Madeleine vers Sud;2021-05-28;15;6;4;1;4;2;31;97;229;147;86;111;158;134;129;119;165;274;281;154;99;86;36;8;;5
0948;Bd Malakoff vers Est;2021-05-28;1;0;1;0;0;1;2;24;39;13;12;13;11;21;28;39;26;54;31;23;13;11;4;2;;5
0674;Pont Haudaudine vers Sud;2021-05-28;0;3;1;0;1;3;4;17;81;60;34;39;64;52;48;42;56;74;99;65;51;48;15;8;;5
0675;Pont Haudaudine vers Nord;2021-05-28;7;4;2;0;0;0;4;47;87;49;31;36;74;53;57;46;61;81;112;49;51;49;13;12;;5
0681;Stalingrad vers est;2021-05-28;4;1;0;0;1;0;6;14;35;6;15;21;36;37;31;34;31;58;66;49;45;53;17;5;;5
0725;Pont Tabarly vers Sud;2021-05-28;3;3;1;1;0;0;9;18;55;17;13;17;33;26;15;28;33;39;36;27;15;16;10;3;;5
0746;Chemin de halage Tortière vers Sud;2021-05-28;0;0;0;0;0;1;6;27;71;25;20;31;37;41;38;41;70;111;89;33;22;15;2;2;;5
0785;50 Otages Vers Sud;2021-05-28;11;1;8;2;3;6;40;144;358;195;119;133;219;193;174;204;233;377;342;227;122;126;48;20;;5
0949;avenue de la Libération vers Sud;2021-05-28;1;3;2;0;0;0;0;5;6;10;3;10;10;15;6;12;24;26;18;22;23;20;9;1;;5
0960;Sorinières Vers Nord;2021-05-28;1;0;0;0;0;0;0;0;1;6;1;7;4;5;1;5;6;10;7;2;0;1;0;0;;5
0979;3 Continents vers Sud;2021-05-28;6;9;3;0;9;12;18;57;105;66;33;51;77;54;78;81;129;153;159;102;69;69;24;6;;5
0989;Kennedy vers Ouest;2021-05-28;0;1;0;0;0;1;10;21;32;11;12;19;31;19;24;24;26;61;44;28;31;23;5;2;;5
9998;;2021-05-28;3;2;0;0;2;0;10;16;35;27;29;49;74;42;33;36;38;67;60;32;29;38;3;3;;5
0666;Pont Audibert vers Sud;2021-05-28;0;0;0;0;0;1;1;2;9;8;2;3;7;9;18;17;20;28;26;12;11;14;4;1;;5
0669;De Gaulle sortie Clémenceau vers Nord;2021-05-28;3;2;0;0;1;6;20;62;131;64;36;20;45;34;31;27;37;47;63;34;20;18;7;5;;5
0943;Magellan vers Ouest;2021-05-28;0;0;0;0;1;1;2;14;30;11;7;12;7;8;11;19;21;27;17;13;12;11;3;1;;5
0947;Bd Malakoff vers Ouest;2021-05-28;0;0;0;0;0;1;4;33;57;25;7;18;24;11;20;16;50;43;35;18;8;5;0;1;;5
0959;Sorinières Vers Sud;2021-05-28;0;0;1;0;1;1;4;5;14;9;3;4;1;4;1;6;7;11;3;6;1;0;2;1;;5
0977;3 Continents vers Nord;2021-05-28;0;0;0;0;0;3;0;0;15;18;0;3;13;9;6;26;12;9;33;15;3;3;3;0;;5
0980;Pont Tabarly vers Sud;2021-05-28;1;0;0;1;0;0;0;4;10;3;8;1;4;1;6;0;4;4;5;5;4;3;2;0;;5
0996;Van Iseghem vers Nord;2021-05-28;4;0;1;1;0;2;2;33;77;29;25;25;39;30;36;49;43;90;72;55;44;67;19;8;;5
0997;Van Iseghem vers Sud;2021-05-28;0;0;0;0;0;3;7;36;99;32;24;21;36;45;32;36;56;91;73;33;24;19;2;4;;5
0676;Pont Willy Brandt vers Beaulieu;2021-05-28;0;0;1;0;1;2;6;34;22;12;5;4;8;19;8;6;38;62;51;18;19;26;12;1;;5
0679;Bd Malakoff vers Gare Sud;2021-05-28;0;0;0;0;0;0;0;5;4;4;7;3;7;6;6;6;9;7;7;9;4;2;2;1;;5
0742;Philippot vers Est;2021-05-28;6;3;2;1;1;7;21;53;120;67;48;49;90;73;61;64;88;115;161;103;65;67;20;7;;5
0744;Calvaire vers Est;2021-05-28;3;1;0;0;0;6;6;21;47;30;34;49;87;50;59;59;57;74;84;60;24;32;13;7;;5
0747;Chemin de halage Tortière vers Nord;2021-05-28;0;0;2;1;0;2;1;46;93;46;37;31;42;27;38;64;40;78;75;43;35;51;19;2;;5
0788;50 Otages Vers Nord;2021-05-28;8;7;5;3;1;3;12;55;124;72;66;91;126;125;116;148;132;207;234;187;161;142;37;20;;5
0847;Entrée pont Audibert vers Sud;2021-05-28;14;5;5;1;3;6;15;79;217;131;78;99;153;166;144;155;198;295;254;174;160;194;63;20;;5
0944;Magellan vers Est;2021-05-28;0;0;0;0;0;1;2;17;36;17;9;12;15;20;11;21;17;40;30;21;10;25;2;1;;5
0946;Magellan vers Est;2021-05-28;4;1;0;1;2;3;9;30;83;65;44;24;46;45;44;50;47;93;90;70;32;60;18;3;;5
0669;De Gaulle sortie Clémenceau vers Nord;2021-05-27;0;0;0;0;1;5;20;70;174;74;22;22;33;32;19;22;32;58;46;32;23;11;2;2;;4
0727;Pont Tabarly vers Nord;2021-05-27;3;0;0;0;0;1;11;38;60;24;14;26;16;34;20;18;28;55;55;32;28;9;4;0;;4
0745;Calvaire vers Ouest;2021-05-27;0;0;0;0;0;1;0;4;11;4;1;5;9;6;6;9;12;17;30;10;3;9;0;0;;4
0988;Kennedy vers Est;2021-05-27;0;0;0;0;0;1;3;26;90;33;7;9;16;11;4;10;11;39;46;15;9;7;0;1;;4
0665;Bonduelle vers Nord;2021-05-27;2;0;0;0;2;5;20;58;112;64;23;31;46;30;35;27;40;103;84;65;29;19;7;3;;4
0725;Pont Tabarly vers Sud;2021-05-27;1;3;1;0;1;1;6;19;66;25;10;12;33;22;11;27;37;45;60;35;14;14;8;0;;4
0881;Madeleine vers Sud;2021-05-27;2;1;0;3;3;7;27;96;222;139;91;81;140;100;105;96;124;232;329;198;98;88;25;13;;4
0890;Pont de Pirmil vers Sud;2021-05-27;7;6;5;5;3;13;44;157;383;175;83;101;114;133;99;101;158;271;255;186;99;106;28;18;;4
0947;Bd Malakoff vers Ouest;2021-05-27;0;0;0;0;0;0;3;20;74;22;17;15;17;13;11;20;24;40;30;11;10;3;0;0;;4
0948;Bd Malakoff vers Est;2021-05-27;0;1;0;0;0;0;3;18;53;9;10;10;10;18;17;34;25;46;63;31;18;15;5;0;;4
0960;Sorinières Vers Nord;2021-05-27;0;0;0;0;0;1;1;2;4;1;2;4;2;0;2;1;6;6;11;1;0;1;0;1;;4
0995;Ceineray vers Ouest;2021-05-27;1;0;0;0;1;4;10;43;157;76;40;30;56;58;37;25;65;100;123;74;22;21;9;7;;4
0997;Van Iseghem vers Sud;2021-05-27;1;0;0;0;0;1;6;33;106;33;16;22;50;41;30;23;36;68;90;40;21;18;2;3;;4
0673;Pont de Pornic vers Sud;2021-05-27;1;0;1;0;0;1;5;19;27;14;8;10;15;20;12;9;9;17;38;17;9;15;2;7;;4
0680;Stalingrad vers ouest;2021-05-27;2;2;0;1;4;6;14;28;66;36;19;27;50;34;34;24;35;67;54;40;18;17;5;2;;4
0785;50 Otages Vers Sud;2021-05-27;10;1;1;1;1;8;32;136;439;191;104;95;180;212;133;123;157;334;370;238;113;127;35;14;;4
0847;Entrée pont Audibert vers Sud;2021-05-27;11;6;2;0;3;6;17;79;255;113;74;90;120;155;102;118;164;269;341;209;157;171;45;23;;4
0980;Pont Tabarly vers Sud;2021-05-27;1;0;0;0;0;0;0;3;8;3;3;1;4;1;2;1;4;3;11;6;6;2;0;0;;4
0950;avenue de la Libération vers Nord;2021-05-27;0;1;1;0;0;5;16;47;117;45;18;23;21;27;22;17;27;53;38;19;12;12;9;0;;4
0667;Entrée pont Audibert vers Nord;2021-05-27;6;1;0;3;5;9;42;176;371;226;124;112;168;123;124;100;131;253;347;209;133;103;30;14;;4
0676;Pont Willy Brandt vers Beaulieu;2021-05-27;1;0;0;0;1;1;3;14;75;20;2;9;11;24;18;16;31;58;63;33;21;21;4;2;;4
0677;Pont Willy Brandt vers Malakoff;2021-05-27;0;0;0;0;1;4;8;26;49;24;11;3;12;17;11;12;9;30;42;19;15;7;1;0;;4
0683;pont Anne de Bretagne vers Nord;2021-05-27;6;0;2;0;0;1;4;32;89;35;12;21;47;50;36;33;33;91;96;79;58;50;11;7;;4
0743;Philippot vers ouest;2021-05-27;2;3;0;1;1;1;6;50;129;86;40;43;68;70;63;49;58;102;159;101;60;58;9;12;;4
0747;Chemin de halage Tortière vers Nord;2021-05-27;0;0;0;0;0;1;2;39;110;50;35;28;43;36;30;23;30;60;82;66;26;31;8;2;;4
0880;Madeleine vers Nord;2021-05-27;4;2;2;0;1;3;22;88;275;118;58;61;94;120;93;92;111;212;242;151;140;115;35;14;;4
0946;Magellan vers Est;2021-05-27;6;1;0;1;1;1;9;34;98;62;39;34;40;43;43;36;47;91;104;60;50;38;17;9;;4
0977;3 Continents vers Nord;2021-05-27;0;0;0;0;3;0;0;3;21;12;10;6;12;12;6;3;24;30;18;15;6;0;0;0;;4
0664;Bonduelle vers sud;2021-05-27;1;3;1;1;3;3;7;39;123;63;27;22;36;56;39;39;54;109;117;69;50;51;13;15;;4
0742;Philippot vers Est;2021-05-27;7;2;0;1;4;9;13;61;127;69;40;38;65;81;65;46;87;132;179;113;70;55;11;12;;4
0787;50 Otages Vers Sud;2021-05-27;4;1;0;1;1;6;12;85;318;133;89;73;117;120;84;84;97;199;206;132;69;75;16;16;;4
0943;Magellan vers Ouest;2021-05-27;1;0;0;0;0;1;2;13;40;17;11;17;4;10;12;12;14;24;21;9;13;8;4;3;;4
0959;Sorinières Vers Sud;2021-05-27;0;1;2;0;0;0;2;8;12;4;6;7;4;1;5;3;3;5;5;5;3;4;2;0;;4
0987;Tremie vers Est;2021-05-27;1;0;0;0;0;0;4;17;12;7;9;10;9;9;13;6;9;23;27;16;5;6;0;0;;4
0994;Ceineray vers Est;2021-05-27;0;0;1;1;0;0;0;20;56;33;25;16;41;37;22;39;42;69;113;79;60;57;10;3;;4
9998;;2021-05-27;3;0;0;2;1;0;9;28;52;35;23;34;45;36;29;31;23;44;52;41;20;22;4;4;;4
0674;Pont Haudaudine vers Sud;2021-05-27;1;2;3;1;2;2;5;23;88;67;36;26;52;50;31;39;63;76;97;86;53;45;11;6;;4
0675;Pont Haudaudine vers Nord;2021-05-27;4;3;0;1;0;1;9;31;120;58;34;23;57;55;37;48;39;69;102;68;41;54;16;13;;4
0679;Bd Malakoff vers Gare Sud;2021-05-27;0;0;0;0;0;0;1;4;4;4;5;2;4;3;6;2;4;11;11;6;6;6;1;0;;4
0681;Stalingrad vers est;2021-05-27;4;1;1;0;2;1;4;25;39;16;10;24;30;29;34;35;27;51;72;50;24;47;9;10;;4
0746;Chemin de halage Tortière vers Sud;2021-05-27;0;0;0;0;0;1;4;35;88;26;18;23;57;41;29;26;62;103;119;45;23;17;1;1;;4
0944;Magellan vers Est;2021-05-27;1;1;0;0;0;0;3;17;35;15;11;9;10;13;20;12;22;41;37;20;10;12;4;3;;4
0945;Magellan vers Ouest;2021-05-27;6;4;0;0;0;2;4;30;70;54;29;29;46;37;30;31;38;75;113;55;32;34;11;9;;4
0979;3 Continents vers Sud;2021-05-27;3;0;6;0;3;9;15;48;102;63;51;48;48;30;66;60;144;215;186;78;66;69;21;12;;4
0989;Kennedy vers Ouest;2021-05-27;1;0;0;0;1;3;5;30;36;18;6;11;16;15;13;16;24;60;81;31;19;12;5;1;;4
0670;Pont de Pirmil vers Sud;2021-05-27;3;1;0;0;3;2;8;32;37;17;11;10;21;21;16;20;24;28;42;25;12;29;9;3;;4
0672;Pont de Pornic vers Nord;2021-05-27;0;0;1;0;0;1;8;68;224;88;30;29;46;52;40;67;68;141;155;101;48;41;6;5;;4
0786;50 Otages Vers Nord;2021-05-27;9;3;0;3;2;6;11;96;270;151;111;90;191;169;130;145;191;302;465;291;198;207;47;37;;4
0788;50 Otages Vers Nord;2021-05-27;5;6;0;2;1;2;6;51;143;69;53;61;98;127;94;103;96;181;294;221;141;174;34;20;;4
0949;avenue de la Libération vers Sud;2021-05-27;0;1;0;0;0;0;1;8;9;5;7;3;8;10;6;9;11;35;41;32;12;15;5;0;;4
