Identifiant du compteur;Jour;Nom du compteur;Comptage relevé;Anomalie;Valeur modélisée
745;2016-03-24;Calvaire_vers_Ouest;98;NA;154
745;2016-03-27;Calvaire_vers_Ouest;13;NA;29
745;2016-04-06;Calvaire_vers_Ouest;56;NA;150
745;2016-04-11;Calvaire_vers_Ouest;48;NA;127
745;2016-04-13;Calvaire_vers_Ouest;76;NA;148
745;2016-04-26;Calvaire_vers_Ouest;75;NA;124
745;2016-04-27;Calvaire_vers_Ouest;66;NA;127
745;2016-05-06;Calvaire_vers_Ouest;59;NA;130
745;2016-05-07;Calvaire_vers_Ouest;65;NA;65
745;2016-05-24;Calvaire_vers_Ouest;85;NA;142
745;2016-06-03;Calvaire_vers_Ouest;NA;NA;153
745;2016-06-04;Calvaire_vers_Ouest;NA;NA;88
745;2016-06-13;Calvaire_vers_Ouest;58;NA;148
745;2016-06-23;Calvaire_vers_Ouest;112;NA;194
745;2016-07-02;Calvaire_vers_Ouest;0;1;118
745;2016-07-22;Calvaire_vers_Ouest;81;NA;149
745;2016-08-03;Calvaire_vers_Ouest;0;NA;115
745;2016-08-14;Calvaire_vers_Ouest;0;NA;0
745;2016-08-31;Calvaire_vers_Ouest;226;NA;186
745;2016-09-04;Calvaire_vers_Ouest;130;NA;92
745;2016-09-26;Calvaire_vers_Ouest;291;NA;248
745;2016-09-30;Calvaire_vers_Ouest;0;NA;275
745;2016-10-01;Calvaire_vers_Ouest;0;NA;210
745;2016-10-02;Calvaire_vers_Ouest;0;NA;158
745;2016-10-20;Calvaire_vers_Ouest;300;NA;256
745;2016-10-28;Calvaire_vers_Ouest;NA;NA;226
745;2016-11-05;Calvaire_vers_Ouest;NA;NA;147
745;2016-11-06;Calvaire_vers_Ouest;NA;NA;95
745;2016-11-07;Calvaire_vers_Ouest;77;NA;189
745;2016-11-26;Calvaire_vers_Ouest;292;NA;180
745;2016-12-13;Calvaire_vers_Ouest;309;NA;248
745;2016-12-18;Calvaire_vers_Ouest;173;NA;118
745;2016-12-31;Calvaire_vers_Ouest;75;NA;118
745;2017-01-07;Calvaire_vers_Ouest;180;NA;113
745;2017-01-19;Calvaire_vers_Ouest;211;NA;211
745;2017-01-29;Calvaire_vers_Ouest;126;NA;85
745;2017-02-04;Calvaire_vers_Ouest;154;NA;122
745;2017-02-10;Calvaire_vers_Ouest;288;NA;176
745;2017-02-14;Calvaire_vers_Ouest;290;1;170
745;2017-03-02;Calvaire_vers_Ouest;296;NA;225
745;2017-03-06;Calvaire_vers_Ouest;203;NA;201
745;2017-03-09;Calvaire_vers_Ouest;201;NA;232
745;2017-03-18;Calvaire_vers_Ouest;146;NA;149
745;2017-03-23;Calvaire_vers_Ouest;242;NA;215
745;2017-04-04;Calvaire_vers_Ouest;188;NA;204
745;2017-04-07;Calvaire_vers_Ouest;205;NA;210
745;2017-04-19;Calvaire_vers_Ouest;147;NA;199
745;2017-04-29;Calvaire_vers_Ouest;92;NA;120
745;2017-05-08;Calvaire_vers_Ouest;75;NA;86
745;2017-05-11;Calvaire_vers_Ouest;128;NA;202
745;2017-05-26;Calvaire_vers_Ouest;99;NA;207
745;2017-05-31;Calvaire_vers_Ouest;268;NA;207
745;2017-06-06;Calvaire_vers_Ouest;202;NA;208
745;2017-06-25;Calvaire_vers_Ouest;46;NA;123
745;2017-07-01;Calvaire_vers_Ouest;204;NA;171
745;2017-07-27;Calvaire_vers_Ouest;205;NA;189
745;2017-07-29;Calvaire_vers_Ouest;140;NA;110
745;2017-08-04;Calvaire_vers_Ouest;109;NA;158
745;2017-08-05;Calvaire_vers_Ouest;68;NA;89
745;2017-08-17;Calvaire_vers_Ouest;67;NA;157
745;2017-08-25;Calvaire_vers_Ouest;109;NA;185
745;2017-08-28;Calvaire_vers_Ouest;98;NA;180
745;2017-08-29;Calvaire_vers_Ouest;85;NA;205
745;2017-09-01;Calvaire_vers_Ouest;143;NA;228
745;2017-09-15;Calvaire_vers_Ouest;349;NA;287
745;2017-09-17;Calvaire_vers_Ouest;162;NA;173
745;2017-10-16;Calvaire_vers_Ouest;353;NA;266
745;2017-10-17;Calvaire_vers_Ouest;366;NA;282
745;2017-11-07;Calvaire_vers_Ouest;275;NA;231
745;2017-11-18;Calvaire_vers_Ouest;205;NA;181
745;2017-11-20;Calvaire_vers_Ouest;263;NA;228
745;2017-11-28;Calvaire_vers_Ouest;273;NA;264
745;2017-12-07;Calvaire_vers_Ouest;223;NA;285
745;2017-12-11;Calvaire_vers_Ouest;219;NA;251
745;2017-12-18;Calvaire_vers_Ouest;306;NA;229
745;2017-12-24;Calvaire_vers_Ouest;74;NA;106
745;2017-12-25;Calvaire_vers_Ouest;31;NA;21
745;2017-12-26;Calvaire_vers_Ouest;99;NA;210
745;2018-01-10;Calvaire_vers_Ouest;313;1;193
745;2018-01-12;Calvaire_vers_Ouest;342;1;197
745;2018-01-27;Calvaire_vers_Ouest;263;NA;150
745;2018-01-28;Calvaire_vers_Ouest;176;NA;97
745;2018-02-04;Calvaire_vers_Ouest;144;NA;80
745;2018-02-07;Calvaire_vers_Ouest;185;NA;190
745;2018-02-08;Calvaire_vers_Ouest;238;NA;195
745;2018-02-13;Calvaire_vers_Ouest;186;NA;179
745;2018-02-19;Calvaire_vers_Ouest;211;NA;169
745;2018-02-27;Calvaire_vers_Ouest;142;NA;213
745;2018-03-02;Calvaire_vers_Ouest;211;NA;226
745;2018-03-19;Calvaire_vers_Ouest;265;NA;199
745;2018-03-24;Calvaire_vers_Ouest;81;NA;150
745;2018-03-27;Calvaire_vers_Ouest;244;NA;210
745;2018-03-31;Calvaire_vers_Ouest;152;NA;149
745;2018-04-12;Calvaire_vers_Ouest;280;NA;224
745;2018-04-29;Calvaire_vers_Ouest;123;NA;77
745;2018-05-02;Calvaire_vers_Ouest;143;NA;194
745;2018-05-16;Calvaire_vers_Ouest;176;NA;209
745;2018-06-04;Calvaire_vers_Ouest;76;1;194
745;2018-06-17;Calvaire_vers_Ouest;39;NA;122
745;2018-06-24;Calvaire_vers_Ouest;35;NA;130
745;2018-07-05;Calvaire_vers_Ouest;116;1;246
745;2018-07-09;Calvaire_vers_Ouest;166;NA;209
745;2018-07-14;Calvaire_vers_Ouest;76;NA;84
745;2018-07-22;Calvaire_vers_Ouest;35;NA;89
745;2018-07-23;Calvaire_vers_Ouest;85;NA;182
745;2018-08-08;Calvaire_vers_Ouest;78;NA;161
745;2018-08-10;Calvaire_vers_Ouest;54;NA;159
745;2018-08-16;Calvaire_vers_Ouest;52;1;168
745;2018-08-17;Calvaire_vers_Ouest;60;NA;164
745;2018-08-24;Calvaire_vers_Ouest;87;NA;194
745;2018-08-25;Calvaire_vers_Ouest;55;NA;133
745;2018-08-28;Calvaire_vers_Ouest;139;NA;213
745;2018-08-30;Calvaire_vers_Ouest;122;NA;237
745;2018-09-16;Calvaire_vers_Ouest;90;NA;189
745;2018-09-18;Calvaire_vers_Ouest;168;1;307
745;2018-10-02;Calvaire_vers_Ouest;562;1;323
745;2018-10-04;Calvaire_vers_Ouest;451;NA;334
745;2018-10-11;Calvaire_vers_Ouest;375;NA;330
745;2018-10-12;Calvaire_vers_Ouest;377;NA;321
745;2018-10-18;Calvaire_vers_Ouest;495;1;314
745;2018-10-26;Calvaire_vers_Ouest;NA;NA;282
745;2018-10-27;Calvaire_vers_Ouest;NA;NA;213
745;2018-11-06;Calvaire_vers_Ouest;400;1;257
745;2018-11-07;Calvaire_vers_Ouest;315;NA;261
745;2018-11-10;Calvaire_vers_Ouest;207;NA;196
745;2018-12-05;Calvaire_vers_Ouest;322;NA;306
745;2018-12-30;Calvaire_vers_Ouest;117;NA;114
745;2019-01-01;Calvaire_vers_Ouest;NA;NA;121
745;2019-01-12;Calvaire_vers_Ouest;201;NA;165
745;2019-01-16;Calvaire_vers_Ouest;243;NA;241
745;2019-01-19;Calvaire_vers_Ouest;165;NA;182
745;2019-01-21;Calvaire_vers_Ouest;196;NA;228
745;2019-01-25;Calvaire_vers_Ouest;273;NA;254
745;2019-01-27;Calvaire_vers_Ouest;109;NA;135
745;2019-01-31;Calvaire_vers_Ouest;201;NA;253
745;2019-02-03;Calvaire_vers_Ouest;126;NA;121
745;2019-02-06;Calvaire_vers_Ouest;239;NA;231
745;2019-02-15;Calvaire_vers_Ouest;234;NA;223
745;2019-02-17;Calvaire_vers_Ouest;108;NA;108
745;2019-03-02;Calvaire_vers_Ouest;240;NA;201
745;2019-03-10;Calvaire_vers_Ouest;125;NA;159
745;2019-03-11;Calvaire_vers_Ouest;NA;NA;253
745;2019-03-13;Calvaire_vers_Ouest;NA;NA;274
745;2019-04-16;Calvaire_vers_Ouest;NA;NA;256
745;2019-04-25;Calvaire_vers_Ouest;NA;NA;254
745;2019-04-26;Calvaire_vers_Ouest;NA;NA;247
745;2019-05-01;Calvaire_vers_Ouest;NA;NA;142
745;2019-05-02;Calvaire_vers_Ouest;NA;NA;251
745;2019-05-21;Calvaire_vers_Ouest;NA;NA;261
745;2019-05-24;Calvaire_vers_Ouest;NA;NA;267
745;2019-06-01;Calvaire_vers_Ouest;227;NA;204
745;2019-06-11;Calvaire_vers_Ouest;358;NA;279
745;2019-06-13;Calvaire_vers_Ouest;434;1;295
745;2019-06-16;Calvaire_vers_Ouest;197;NA;176
745;2019-06-17;Calvaire_vers_Ouest;440;1;273
745;2019-06-28;Calvaire_vers_Ouest;398;NA;306
745;2019-07-01;Calvaire_vers_Ouest;383;NA;280
745;2019-07-02;Calvaire_vers_Ouest;491;1;297
745;2019-07-05;Calvaire_vers_Ouest;474;1;298
745;2019-07-11;Calvaire_vers_Ouest;451;1;294
745;2019-07-27;Calvaire_vers_Ouest;215;NA;187
745;2019-08-03;Calvaire_vers_Ouest;232;NA;166
745;2019-08-12;Calvaire_vers_Ouest;224;NA;192
745;2019-08-19;Calvaire_vers_Ouest;280;NA;204
745;2019-08-22;Calvaire_vers_Ouest;315;NA;246
745;2019-08-26;Calvaire_vers_Ouest;349;NA;238
745;2019-09-01;Calvaire_vers_Ouest;210;NA;181
745;2019-09-04;Calvaire_vers_Ouest;411;NA;317
745;2019-09-05;Calvaire_vers_Ouest;407;NA;330
745;2019-09-09;Calvaire_vers_Ouest;295;NA;319
745;2019-09-12;Calvaire_vers_Ouest;421;NA;360
745;2019-09-24;Calvaire_vers_Ouest;343;NA;373
745;2019-09-30;Calvaire_vers_Ouest;312;NA;361
745;2019-10-01;Calvaire_vers_Ouest;352;NA;380
745;2019-10-02;Calvaire_vers_Ouest;401;NA;385
745;2019-10-14;Calvaire_vers_Ouest;268;NA;352
745;2019-10-18;Calvaire_vers_Ouest;281;NA;366
745;2019-10-28;Calvaire_vers_Ouest;157;1;312
745;2019-11-23;Calvaire_vers_Ouest;145;1;276
745;2019-11-25;Calvaire_vers_Ouest;185;1;323
745;2019-12-08;Calvaire_vers_Ouest;217;NA;247
881;2014-01-04;Chaussée de la Madeleine;379;NA;0
881;2014-01-31;Chaussée de la Madeleine;1055;NA;1270
881;2014-02-02;Chaussée de la Madeleine;483;NA;0
881;2014-02-09;Chaussée de la Madeleine;323;NA;0
881;2014-02-14;Chaussée de la Madeleine;923;NA;1078
881;2014-03-02;Chaussée de la Madeleine;96;NA;0
881;2014-03-23;Chaussée de la Madeleine;681;NA;185
881;2014-04-07;Chaussée de la Madeleine;1001;NA;1489
881;2014-04-11;Chaussée de la Madeleine;1866;NA;1718
881;2014-04-12;Chaussée de la Madeleine;1212;NA;757
881;2014-04-22;Chaussée de la Madeleine;1742;NA;1787
881;2014-04-29;Chaussée de la Madeleine;984;1;1836
881;2014-05-09;Chaussée de la Madeleine;900;1;1848
881;2014-05-11;Chaussée de la Madeleine;552;NA;523
881;2014-05-22;Chaussée de la Madeleine;1361;NA;2052
881;2014-05-30;Chaussée de la Madeleine;799;1;2021
881;2014-05-31;Chaussée de la Madeleine;792;NA;1082
881;2014-06-05;Chaussée de la Madeleine;2271;NA;2274
881;2014-06-18;Chaussée de la Madeleine;2276;NA;2268
881;2014-07-06;Chaussée de la Madeleine;512;NA;803
881;2014-07-28;Chaussée de la Madeleine;1621;NA;1622
881;2014-08-11;Chaussée de la Madeleine;1466;NA;1308
881;2014-08-12;Chaussée de la Madeleine;1220;NA;1651
881;2014-08-26;Chaussée de la Madeleine;1673;NA;2259
881;2014-09-06;Chaussée de la Madeleine;1720;NA;1651
881;2014-09-17;Chaussée de la Madeleine;2692;NA;2612
881;2014-09-18;Chaussée de la Madeleine;2833;NA;2746
881;2014-09-20;Chaussée de la Madeleine;1841;NA;1631
881;2014-09-25;Chaussée de la Madeleine;2738;NA;2649
881;2014-09-28;Chaussée de la Madeleine;1704;NA;1133
881;2014-10-02;Chaussée de la Madeleine;2947;NA;2550
881;2014-10-11;Chaussée de la Madeleine;1268;NA;1328
881;2014-10-13;Chaussée de la Madeleine;2196;NA;2019
881;2014-11-02;Chaussée de la Madeleine;754;NA;623
881;2014-11-04;Chaussée de la Madeleine;2074;NA;2044
881;2014-11-08;Chaussée de la Madeleine;768;NA;961
881;2014-11-10;Chaussée de la Madeleine;1508;NA;1677
881;2014-11-13;Chaussée de la Madeleine;1736;NA;2037
881;2014-11-14;Chaussée de la Madeleine;1757;NA;1906
881;2014-11-15;Chaussée de la Madeleine;1071;NA;950
881;2014-11-22;Chaussée de la Madeleine;1401;NA;984
881;2014-11-30;Chaussée de la Madeleine;1234;NA;633
881;2014-12-05;Chaussée de la Madeleine;1800;NA;1933
881;2014-12-12;Chaussée de la Madeleine;1318;NA;1743
881;2014-12-15;Chaussée de la Madeleine;1434;NA;1388
881;2014-12-16;Chaussée de la Madeleine;1578;NA;1676
881;2014-12-17;Chaussée de la Madeleine;1621;NA;1520
881;2014-12-27;Chaussée de la Madeleine;597;NA;231
881;2015-01-07;Chaussée de la Madeleine;2018;NA;1301
881;2015-01-16;Chaussée de la Madeleine;1655;NA;1629
881;2015-01-26;Chaussée de la Madeleine;1272;NA;1460
881;2015-02-12;Chaussée de la Madeleine;1368;NA;1521
881;2015-02-17;Chaussée de la Madeleine;1378;NA;1514
881;2015-02-23;Chaussée de la Madeleine;1195;NA;1270
881;2015-03-12;Chaussée de la Madeleine;NA;NA;1814
881;2015-03-20;Chaussée de la Madeleine;0;NA;1779
881;2015-03-31;Chaussée de la Madeleine;0;NA;2073
881;2015-04-08;Chaussée de la Madeleine;0;NA;2020
881;2015-04-15;Chaussée de la Madeleine;NA;NA;1998
881;2015-04-16;Chaussée de la Madeleine;NA;NA;2138
881;2015-04-18;Chaussée de la Madeleine;NA;NA;1042
881;2015-04-20;Chaussée de la Madeleine;NA;NA;1762
881;2015-05-02;Chaussée de la Madeleine;NA;NA;1119
881;2015-05-07;Chaussée de la Madeleine;NA;NA;2266
881;2015-05-08;Chaussée de la Madeleine;NA;NA;981
881;2015-05-11;Chaussée de la Madeleine;NA;NA;1935
881;2015-05-13;Chaussée de la Madeleine;22;1;2168
881;2015-05-17;Chaussée de la Madeleine;1207;NA;859
881;2015-06-16;Chaussée de la Madeleine;2818;NA;2686
881;2015-06-25;Chaussée de la Madeleine;3021;NA;2660
881;2015-07-03;Chaussée de la Madeleine;2646;NA;2455
881;2015-07-05;Chaussée de la Madeleine;1140;NA;1107
881;2015-07-07;Chaussée de la Madeleine;2462;NA;2544
881;2015-07-09;Chaussée de la Madeleine;2799;NA;2577
881;2015-07-12;Chaussée de la Madeleine;1085;NA;1106
881;2015-07-20;Chaussée de la Madeleine;1700;NA;2155
881;2015-07-24;Chaussée de la Madeleine;1880;NA;2296
881;2015-07-25;Chaussée de la Madeleine;1495;NA;1309
881;2015-07-29;Chaussée de la Madeleine;2397;NA;2116
881;2015-08-03;Chaussée de la Madeleine;1855;NA;1721
881;2015-08-21;Chaussée de la Madeleine;2369;NA;2165
881;2015-08-22;Chaussée de la Madeleine;1473;NA;1261
881;2015-08-24;Chaussée de la Madeleine;1459;NA;2097
881;2015-09-16;Chaussée de la Madeleine;2684;NA;2921
881;2015-09-22;Chaussée de la Madeleine;1950;1;2958
881;2015-09-25;Chaussée de la Madeleine;2742;NA;2815
881;2015-09-27;Chaussée de la Madeleine;1413;NA;1446
881;2015-10-10;Chaussée de la Madeleine;1834;NA;1641
881;2015-10-14;Chaussée de la Madeleine;2478;NA;2521
881;2015-10-30;Chaussée de la Madeleine;2133;NA;2291
881;2015-11-11;Chaussée de la Madeleine;1188;NA;1017
881;2015-11-19;Chaussée de la Madeleine;1978;NA;2344
881;2015-11-20;Chaussée de la Madeleine;1203;1;2217
881;2015-12-04;Chaussée de la Madeleine;2319;NA;2239
881;2015-12-06;Chaussée de la Madeleine;989;NA;868
881;2015-12-09;Chaussée de la Madeleine;2606;NA;2126
881;2015-12-16;Chaussée de la Madeleine;2034;NA;1864
881;2015-12-26;Chaussée de la Madeleine;666;NA;543
881;2015-12-30;Chaussée de la Madeleine;1343;NA;1438
881;2015-12-31;Chaussée de la Madeleine;1040;NA;1584
881;2016-01-23;Chaussée de la Madeleine;1197;NA;1049
881;2016-02-07;Chaussée de la Madeleine;604;NA;385
881;2016-02-22;Chaussée de la Madeleine;1688;NA;1535
881;2016-03-02;Chaussée de la Madeleine;1774;NA;1883
881;2016-03-07;Chaussée de la Madeleine;1914;NA;1704
881;2016-03-12;Chaussée de la Madeleine;1342;NA;1017
881;2016-03-24;Chaussée de la Madeleine;2500;NA;2283
881;2016-03-27;Chaussée de la Madeleine;549;NA;866
881;2016-04-01;Chaussée de la Madeleine;2520;NA;2282
881;2016-04-03;Chaussée de la Madeleine;1114;NA;961
881;2016-04-27;Chaussée de la Madeleine;2510;NA;2302
881;2016-05-03;Chaussée de la Madeleine;2826;NA;2482
881;2016-05-05;Chaussée de la Madeleine;1550;NA;1232
881;2016-05-11;Chaussée de la Madeleine;2387;NA;2446
881;2016-05-12;Chaussée de la Madeleine;2403;NA;2597
881;2016-05-16;Chaussée de la Madeleine;1330;NA;1259
881;2016-05-31;Chaussée de la Madeleine;2873;NA;2739
881;2016-06-01;Chaussée de la Madeleine;2649;NA;2647
881;2016-06-15;Chaussée de la Madeleine;2363;NA;2858
881;2016-06-17;Chaussée de la Madeleine;2105;NA;2872
881;2016-06-25;Chaussée de la Madeleine;1603;NA;1848
881;2016-06-27;Chaussée de la Madeleine;2119;NA;2550
881;2016-06-29;Chaussée de la Madeleine;2856;NA;2750
881;2016-07-14;Chaussée de la Madeleine;1364;NA;2050
881;2016-07-22;Chaussée de la Madeleine;2636;NA;2615
881;2016-07-25;Chaussée de la Madeleine;2127;NA;2295
881;2016-09-07;Chaussée de la Madeleine;3432;NA;3202
881;2016-09-14;Chaussée de la Madeleine;3132;NA;3217
881;2016-09-25;Chaussée de la Madeleine;1629;NA;1749
881;2016-10-14;Chaussée de la Madeleine;3015;NA;2807
881;2016-10-20;Chaussée de la Madeleine;3054;NA;2840
881;2016-10-23;Chaussée de la Madeleine;734;NA;1321
881;2016-10-25;Chaussée de la Madeleine;2459;NA;2731
881;2016-10-28;Chaussée de la Madeleine;3003;NA;2592
881;2016-10-31;Chaussée de la Madeleine;1828;NA;2323
881;2016-11-14;Chaussée de la Madeleine;2730;NA;2249
881;2016-11-24;Chaussée de la Madeleine;2406;NA;2664
881;2016-12-07;Chaussée de la Madeleine;2659;NA;2444
881;2016-12-18;Chaussée de la Madeleine;924;NA;700
881;2016-12-31;Chaussée de la Madeleine;600;NA;784
881;2017-01-03;Chaussée de la Madeleine;2154;NA;1886
881;2017-01-06;Chaussée de la Madeleine;2161;NA;1870
881;2017-01-25;Chaussée de la Madeleine;2087;NA;2258
881;2017-01-30;Chaussée de la Madeleine;1611;NA;1942
881;2017-02-03;Chaussée de la Madeleine;1604;NA;2077
881;2017-02-06;Chaussée de la Madeleine;1902;NA;1781
881;2017-02-18;Chaussée de la Madeleine;1366;NA;1047
881;2017-02-22;Chaussée de la Madeleine;1899;NA;2053
881;2017-02-26;Chaussée de la Madeleine;725;NA;788
881;2017-03-05;Chaussée de la Madeleine;625;NA;866
881;2017-03-06;Chaussée de la Madeleine;1326;NA;1980
881;2017-03-18;Chaussée de la Madeleine;1485;NA;1369
881;2017-03-19;Chaussée de la Madeleine;1140;NA;1001
881;2017-03-26;Chaussée de la Madeleine;1349;NA;1129
881;2017-03-30;Chaussée de la Madeleine;3332;NA;2670
881;2017-04-02;Chaussée de la Madeleine;1496;NA;1235
881;2017-04-06;Chaussée de la Madeleine;3164;NA;2734
881;2017-04-19;Chaussée de la Madeleine;2472;NA;2553
881;2017-04-21;Chaussée de la Madeleine;2523;NA;2566
881;2017-04-24;Chaussée de la Madeleine;2886;NA;2342
881;2017-04-26;Chaussée de la Madeleine;2562;NA;2576
881;2017-04-27;Chaussée de la Madeleine;2803;NA;2730
881;2017-05-05;Chaussée de la Madeleine;2833;NA;2688
881;2017-05-23;Chaussée de la Madeleine;3636;NA;2906
881;2017-06-03;Chaussée de la Madeleine;1529;NA;2024
881;2017-06-08;Chaussée de la Madeleine;3370;NA;3213
881;2017-06-15;Chaussée de la Madeleine;3814;NA;3288
881;2017-07-08;Chaussée de la Madeleine;2057;NA;2059
881;2017-07-15;Chaussée de la Madeleine;1598;NA;2051
881;2017-08-06;Chaussée de la Madeleine;1563;NA;1097
881;2017-08-13;Chaussée de la Madeleine;1407;NA;1103
881;2017-08-15;Chaussée de la Madeleine;1669;NA;1836
881;2017-09-04;Chaussée de la Madeleine;3073;NA;3201
881;2017-10-01;Chaussée de la Madeleine;847;1;1953
881;2017-10-22;Chaussée de la Madeleine;1344;NA;1625
881;2017-11-02;Chaussée de la Madeleine;2663;NA;2956
881;2017-11-22;Chaussée de la Madeleine;3187;NA;2790
881;2017-11-23;Chaussée de la Madeleine;2807;NA;2942
881;2017-12-19;Chaussée de la Madeleine;3093;NA;2395
881;2018-01-09;Chaussée de la Madeleine;2583;NA;2355
881;2018-01-10;Chaussée de la Madeleine;2694;NA;2281
881;2018-01-13;Chaussée de la Madeleine;1573;NA;1447
881;2018-01-15;Chaussée de la Madeleine;1900;NA;2236
881;2018-01-16;Chaussée de la Madeleine;2419;NA;2596
881;2018-01-20;Chaussée de la Madeleine;878;NA;1614
881;2018-02-02;Chaussée de la Madeleine;2563;NA;2399
881;2018-02-09;Chaussée de la Madeleine;2109;NA;2269
881;2018-02-22;Chaussée de la Madeleine;2782;NA;2490
881;2018-03-01;Chaussée de la Madeleine;1258;1;2596
881;2018-03-03;Chaussée de la Madeleine;1240;NA;1528
881;2018-03-14;Chaussée de la Madeleine;2414;NA;2562
881;2018-03-19;Chaussée de la Madeleine;2332;NA;2408
881;2018-03-26;Chaussée de la Madeleine;2696;NA;2536
881;2018-04-02;Chaussée de la Madeleine;780;NA;1297
881;2018-04-22;Chaussée de la Madeleine;2312;1;1539
881;2018-04-25;Chaussée de la Madeleine;3119;NA;2881
881;2018-04-29;Chaussée de la Madeleine;701;1;1590
881;2018-05-08;Chaussée de la Madeleine;1706;NA;1970
881;2018-05-09;Chaussée de la Madeleine;2402;NA;3030
881;2018-05-11;Chaussée de la Madeleine;2278;1;3059
881;2018-05-28;Chaussée de la Madeleine;3056;NA;2953
881;2018-06-05;Chaussée de la Madeleine;3050;NA;3441
881;2018-06-07;Chaussée de la Madeleine;3376;NA;3515
881;2018-06-26;Chaussée de la Madeleine;4001;NA;3514
881;2018-06-28;Chaussée de la Madeleine;3908;NA;3526
881;2018-07-01;Chaussée de la Madeleine;1705;NA;2028
881;2018-07-02;Chaussée de la Madeleine;2280;1;3128
881;2018-07-12;Chaussée de la Madeleine;3532;NA;3484
881;2018-07-18;Chaussée de la Madeleine;3455;NA;3308
881;2018-07-20;Chaussée de la Madeleine;3118;NA;3292
881;2018-07-21;Chaussée de la Madeleine;1961;NA;2315
881;2018-07-28;Chaussée de la Madeleine;1931;NA;2109
881;2018-08-11;Chaussée de la Madeleine;1940;NA;1797
881;2018-08-16;Chaussée de la Madeleine;2711;NA;2997
881;2018-08-30;Chaussée de la Madeleine;3618;NA;3717
881;2018-09-24;Chaussée de la Madeleine;3624;NA;3518
881;2018-09-26;Chaussée de la Madeleine;4304;NA;3710
881;2018-09-27;Chaussée de la Madeleine;4539;NA;3841
881;2018-09-30;Chaussée de la Madeleine;2390;NA;2327
881;2018-10-03;Chaussée de la Madeleine;4223;NA;3613
881;2018-10-07;Chaussée de la Madeleine;1220;1;2229
881;2018-10-08;Chaussée de la Madeleine;4126;1;3321
881;2018-10-19;Chaussée de la Madeleine;4378;1;3379
881;2018-11-10;Chaussée de la Madeleine;1318;1;2177
881;2018-11-16;Chaussée de la Madeleine;3936;1;3132
881;2018-11-21;Chaussée de la Madeleine;3444;NA;3141
881;2018-12-02;Chaussée de la Madeleine;649;1;1841
881;2018-12-17;Chaussée de la Madeleine;3546;1;2511
881;2018-12-21;Chaussée de la Madeleine;1762;1;2573
881;2018-12-28;Chaussée de la Madeleine;1648;1;2382
881;2019-01-16;Chaussée de la Madeleine;3111;NA;2817
881;2019-01-17;Chaussée de la Madeleine;3684;NA;2987
881;2019-01-21;Chaussée de la Madeleine;3093;NA;2681
881;2019-02-01;Chaussée de la Madeleine;2891;NA;2763
881;2019-02-06;Chaussée de la Madeleine;2779;NA;2634
881;2019-02-12;Chaussée de la Madeleine;3076;NA;2681
881;2019-02-25;Chaussée de la Madeleine;3554;1;2491
881;2019-02-28;Chaussée de la Madeleine;3439;NA;2899
881;2019-03-02;Chaussée de la Madeleine;1989;NA;1833
881;2019-03-09;Chaussée de la Madeleine;1443;NA;1889
881;2019-03-16;Chaussée de la Madeleine;2127;NA;1948
881;2019-03-23;Chaussée de la Madeleine;2682;NA;2057
881;2019-03-26;Chaussée de la Madeleine;3847;NA;3169
881;2019-04-01;Chaussée de la Madeleine;3263;NA;2934
881;2019-04-08;Chaussée de la Madeleine;2702;NA;2977
881;2019-04-09;Chaussée de la Madeleine;3324;NA;3309
881;2019-04-14;Chaussée de la Madeleine;1406;NA;1851
881;2019-04-29;Chaussée de la Madeleine;3771;1;2981
881;2019-05-15;Chaussée de la Madeleine;4163;1;3345
881;2019-05-29;Chaussée de la Madeleine;3850;NA;3455
881;2019-05-30;Chaussée de la Madeleine;2311;NA;2311
881;2019-05-31;Chaussée de la Madeleine;2898;NA;3503
881;2019-06-12;Chaussée de la Madeleine;3269;NA;3707
881;2019-06-15;Chaussée de la Madeleine;2293;NA;2786
881;2019-06-17;Chaussée de la Madeleine;4157;NA;3512
881;2019-06-18;Chaussée de la Madeleine;4499;NA;3843
881;2019-06-19;Chaussée de la Madeleine;3803;NA;3727
881;2019-06-23;Chaussée de la Madeleine;1872;NA;2367
881;2019-06-29;Chaussée de la Madeleine;2106;NA;2683
881;2019-07-03;Chaussée de la Madeleine;4224;NA;3596
881;2019-07-05;Chaussée de la Madeleine;3972;NA;3601
881;2019-07-22;Chaussée de la Madeleine;3650;NA;3264
881;2019-08-06;Chaussée de la Madeleine;2613;NA;3120
881;2019-08-18;Chaussée de la Madeleine;1666;NA;1820
881;2019-08-23;Chaussée de la Madeleine;3279;NA;3414
881;2019-08-29;Chaussée de la Madeleine;4370;NA;3876
881;2019-08-31;Chaussée de la Madeleine;3329;NA;2882
881;2019-09-08;Chaussée de la Madeleine;2275;NA;2729
881;2019-09-14;Chaussée de la Madeleine;2770;NA;3127
881;2019-09-15;Chaussée de la Madeleine;2307;NA;2736
881;2019-09-20;Chaussée de la Madeleine;4997;1;4020
881;2019-09-22;Chaussée de la Madeleine;2004;NA;2650
881;2019-10-03;Chaussée de la Madeleine;4551;NA;3963
881;2019-10-04;Chaussée de la Madeleine;3825;NA;3817
881;2019-10-11;Chaussée de la Madeleine;4393;NA;3710
881;2019-10-22;Chaussée de la Madeleine;3684;NA;3626
881;2019-10-25;Chaussée de la Madeleine;3250;NA;3480
