Années de comptage;Identifiant du lieu de comptage;Nom du lieu de comptage;Date complète;Date;Heure;Jour de la semaine;Comptage relevé
2011;1003;Pont Audibert rive Nord vers l'est;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;4
2011;1003;Pont Audibert rive Nord vers l'ouest;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;11
2010;1003;Pont Audibert rive Nord vers le sud;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;57
2010;1003;Pont Audibert rive Nord vers l'est;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;5
2008;1003;Pont Audibert rive Nord vers l'est;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;
2008;1003;Pont Audibert rive Nord vers l'est;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;
2008;1003;Pont Audibert rive Nord vers l'ouest;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;
2007;1003;Pont Audibert rive Nord vers le nord;2007-09-19T14:00:00+02:00;2007-09-19;14:00:00;mercredi;42
2007;1003;Pont Audibert rive Nord vers le sud;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;47
2005;1003;Pont Audibert rive Nord vers l'ouest;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;21
2004;1003;Pont Audibert rive Nord vers le sud;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;33
2004;1003;Pont Audibert rive Nord vers l'est;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;8
2004;1003;Pont Audibert rive Nord vers l'ouest;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;8
2003;1003;Pont Audibert rive Nord vers le sud;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;80
2003;1003;Pont Audibert rive Nord vers l'est;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;2
2003;1003;Pont Audibert rive Nord vers l'ouest;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;9
2002;1003;Pont Audibert rive Nord vers le sud;2002-09-22T17:30:00+02:00;2002-09-22;17:30:00;dimanche;5
2002;1003;Pont Audibert rive Nord vers l'est;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;2
2002;1003;Pont Audibert rive Nord vers l'est;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;8
2001;1003;Pont Audibert rive Nord vers l'est;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;4
2000;1003;Pont Audibert rive Nord vers l'est;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;2
2000;1003;Pont Audibert rive Nord vers l'est;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;8
2000;1003;Pont Audibert rive Nord vers l'ouest;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;7
1999;1003;Pont Audibert rive Nord vers l'ouest;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;6
1999;1003;Pont Audibert rive Nord vers l'ouest;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;10
1998;1003;Pont Audibert rive Nord;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;100
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;158
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;22
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;465
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;148
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2018-09-27T17:30:00+02:00;2018-09-27;17:30:00;jeudi;30
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;24
2017;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;170
2017;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;271
2016;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2016-09-29T14:00:00+02:00;2016-09-29;14:00:00;jeudi;134
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;116
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2015-09-17T17:30:00+02:00;2015-09-17;17:30:00;jeudi;24
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;22
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;13
2013;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2013-10-01T17:30:00+02:00;2013-10-01;17:30:00;mardi;223
2013;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;18
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;193
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;120
2011;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;80
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;120
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;40
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;107
2010;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;9
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2009-09-22T14:00:00+02:00;2009-09-22;14:00:00;mardi;70
2009;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;11
2008;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;32
2007;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;117
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2006-09-22T17:30:00+02:00;2006-09-22;17:30:00;vendredi;122
2006;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2006-09-29T17:30:00+02:00;2006-09-29;17:30:00;vendredi;130
2004;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;6
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;54
2003;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;4
2002;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;154
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;72
2000;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;107
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;1998-09-22T17:30:00+02:00;1998-09-22;17:30:00;mardi;56
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;1998-09-15T17:30:00+02:00;1998-09-15;17:30:00;mardi;4
1998;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;1998-09-15T14:00:00+02:00;1998-09-15;14:00:00;mardi;2
2020;1000;Quai de la Fosse vers l'est;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;224
2020;1001;Bd Kennedy devant le Chateau vers l'est;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;359
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2020-09-17T14:00:00+02:00;2020-09-17;14:00:00;jeudi;27
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;19
2020;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;19
2020;1003;Pont Audibert rive Nord vers le sud;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;352
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2020-09-24T14:00:00+02:00;2020-09-24;14:00:00;jeudi;93
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2020-09-24T17:30:00+02:00;2020-09-24;17:30:00;jeudi;275
2020;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2020-09-17T17:30:00+02:00;2020-09-17;17:30:00;jeudi;269
2019;1000;Quai de la Fosse vers l'est;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;274
2017;1000;Quai de la Fosse vers l'est;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;130
2017;1000;Quai de la Fosse vers l'ouest;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;256
2016;1000;Quai de la Fosse vers l'ouest;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;306
2015;1000;Quai de la Fosse vers l'est;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;142
2013;1000;Quai de la Fosse vers l'est;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;59
2012;1000;Quai de la Fosse vers l'ouest;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;127
2012;1000;Quai de la Fosse vers l'ouest;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;59
2011;1000;Quai de la Fosse vers l'est;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;91
2011;1000;Quai de la Fosse vers l'ouest;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;175
2011;1000;Quai de la Fosse vers l'ouest;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;57
2011;1000;Quai de la Fosse vers l'ouest;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;155
2008;1000;Quai de la Fosse vers l'ouest;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;46
2004;1000;Quai de la Fosse vers l'est;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;58
2004;1000;Quai de la Fosse vers l'est;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;39
2002;1000;Quai de la Fosse vers l'ouest;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;22
2000;1000;Quai de la Fosse vers l'ouest;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;35
1999;1000;Quai de la Fosse vers l'est;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;48
2018;1001;Bd Kennedy devant le Chateau vers l'ouest;2018-09-27T17:30:00+02:00;2018-09-27;17:30:00;jeudi;180
2017;1001;Bd Kennedy devant le Chateau vers l'est;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;119
2017;1001;Bd Kennedy devant le Chateau vers l'est;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;207
2017;1001;Bd Kennedy devant le Chateau vers l'est;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;107
2017;1001;Bd Kennedy devant le Chateau vers l'ouest;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;195
2016;1001;Bd Kennedy devant le Chateau vers l'est;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;100
2016;1001;Bd Kennedy devant le Chateau vers l'ouest;2016-09-29T14:00:00+02:00;2016-09-29;14:00:00;jeudi;116
2015;1001;Bd Kennedy devant le Chateau vers l'ouest;2015-09-24T17:30:00+02:00;2015-09-24;17:30:00;jeudi;106
2014;1001;Bd Kennedy devant le Chateau vers l'est;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;85
2014;1001;Bd Kennedy devant le Chateau vers l'ouest;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;80
2013;1001;Bd Kennedy devant le Chateau vers l'ouest;2013-10-01T17:30:00+02:00;2013-10-01;17:30:00;mardi;85
2012;1001;Bd Kennedy devant le Chateau vers l'est;2012-09-20T14:00:00+02:00;2012-09-20;14:00:00;jeudi;64
2011;1001;Bd Kennedy devant le Chateau vers l'est;2011-09-29T14:00:00+02:00;2011-09-29;14:00:00;jeudi;50
2010;1001;Bd Kennedy devant le Chateau vers l'ouest;2010-09-15T17:30:00+02:00;2010-09-15;17:30:00;mercredi;62
2008;1001;Bd Kennedy devant le Chateau vers l'est;2008-09-10T14:00:00+02:00;2008-09-10;14:00:00;mercredi;81
2008;1001;Bd Kennedy devant le Chateau vers l'est;2008-09-17T17:30:00+02:00;2008-09-17;17:30:00;mercredi;165
2007;1001;Bd Kennedy devant le Chateau vers l'est;2007-09-12T14:00:00+02:00;2007-09-12;14:00:00;mercredi;33
2007;1001;Bd Kennedy devant le Chateau vers l'ouest;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;52
2005;1001;Bd Kennedy devant le Chateau vers l'ouest;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;64
2004;1001;Bd Kennedy devant le Chateau vers l'est;2004-09-15T17:30:00+02:00;2004-09-15;17:30:00;mercredi;65
2003;1001;Bd Kennedy devant le Chateau vers l'ouest;2003-09-22T14:00:00+02:00;2003-09-22;14:00:00;lundi;24
2003;1001;Bd Kennedy devant le Chateau vers l'ouest;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;46
2001;1001;Bd Kennedy devant le Chateau vers l'ouest;2001-09-15T17:30:00+02:00;2001-09-15;17:30:00;samedi;22
2001;1001;Bd Kennedy devant le Chateau vers l'ouest;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;29
2000;1001;Bd Kennedy devant le Chateau vers l'est;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;24
2000;1001;Bd Kennedy devant le Chateau venant du nord;2000-09-15T14:00:00+02:00;2000-09-15;14:00:00;vendredi;7
2000;1001;Bd Kennedy devant le Chateau venant du nord;2000-09-22T14:00:00+02:00;2000-09-22;14:00:00;vendredi;15
1999;1001;Bd Kennedy devant le Chateau venant du nord;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;11
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;19
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;62
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;25
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;89
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2019-09-26T14:00:00+02:00;2019-09-26;14:00:00;jeudi;13
2019;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2019-09-26T17:30:00+02:00;2019-09-26;17:30:00;jeudi;63
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;35
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;32
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;37
2017;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2017-09-28T17:30:00+02:00;2017-09-28;17:30:00;jeudi;74
2016;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;54
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2013-09-24T14:00:00+02:00;2013-09-24;14:00:00;mardi;14
2013;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2013-10-01T17:30:00+02:00;2013-10-01;17:30:00;mardi;35
2012;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;13
2011;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2011-09-29T17:30:00+02:00;2011-09-29;17:30:00;jeudi;56
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2010-09-22T14:00:00+02:00;2010-09-22;14:00:00;mercredi;17
2010;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2010-09-22T17:30:00+02:00;2010-09-22;17:30:00;mercredi;27
2009;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;29
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;9
2008;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;14
2007;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;34
2006;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;4
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2005-09-15T17:30:00+02:00;2005-09-15;17:30:00;jeudi;26
2005;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2005-09-22T17:30:00+02:00;2005-09-22;17:30:00;jeudi;28
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;59
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2004-09-22T14:00:00+02:00;2004-09-22;14:00:00;mercredi;9
2004;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;23
2003;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2003-09-15T17:30:00+02:00;2003-09-15;17:30:00;lundi;22
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2002-09-22T14:00:00+02:00;2002-09-22;14:00:00;dimanche;14
2002;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2002-09-15T17:30:00+02:00;2002-09-15;17:30:00;dimanche;11
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;3
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;6
2001;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2001-09-22T14:00:00+02:00;2001-09-22;14:00:00;samedi;0
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'est;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;24
2000;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;19
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le nord;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;27
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers le sud;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;23
1999;1002;Intersection de boulevards Michelet, Orrion et Orieux vers l'ouest;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;9
2019;1003;Pont Audibert rive Nord vers l'ouest;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;19
2018;1003;Pont Audibert rive Nord vers le sud;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;389
2018;1003;Pont Audibert rive Nord vers l'ouest;2018-09-20T17:30:00+02:00;2018-09-20;17:30:00;jeudi;72
2018;1003;Pont Audibert rive Nord vers l'ouest;2018-09-27T14:00:00+02:00;2018-09-27;14:00:00;jeudi;20
2017;1003;Pont Audibert rive Nord vers le nord;2017-09-21T14:00:00+02:00;2017-09-21;14:00:00;jeudi;159
2017;1003;Pont Audibert rive Nord vers le nord;2017-09-21T17:30:00+02:00;2017-09-21;17:30:00;jeudi;241
2017;1003;Pont Audibert rive Nord vers l'ouest;2017-09-28T14:00:00+02:00;2017-09-28;14:00:00;jeudi;22
2015;1003;Pont Audibert rive Nord vers l'ouest;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;12
2014;1003;Pont Audibert rive Nord vers le sud;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;89
2014;1003;Pont Audibert rive Nord vers le sud;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;102
2014;1003;Pont Audibert rive Nord vers le sud;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;231
2014;1003;Pont Audibert rive Nord vers l'ouest;2014-09-25T14:00:00+02:00;2014-09-25;14:00:00;jeudi;23
2014;1003;Pont Audibert rive Nord vers l'ouest;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;70
2013;1003;Pont Audibert rive Nord vers le nord;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;157
2013;1003;Pont Audibert rive Nord vers l'est;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;44
2013;1003;Pont Audibert rive Nord vers l'ouest;2013-09-24T17:30:00+02:00;2013-09-24;17:30:00;mardi;34
2013;1003;Pont Audibert rive Nord vers l'ouest;2013-10-01T17:30:00+02:00;2013-10-01;17:30:00;mardi;40
2012;1003;Pont Audibert rive Nord vers le nord;2012-09-20T17:30:00+02:00;2012-09-20;17:30:00;jeudi;145
2011;1003;Pont Audibert rive Nord vers le nord;2011-09-22T14:00:00+02:00;2011-09-22;14:00:00;jeudi;44
2011;1003;Pont Audibert rive Nord vers le sud;2011-09-22T17:30:00+02:00;2011-09-22;17:30:00;jeudi;140
2010;1003;Pont Audibert rive Nord vers le sud;2010-09-15T14:00:00+02:00;2010-09-15;14:00:00;mercredi;29
2009;1003;Pont Audibert rive Nord vers le nord;2009-09-15T17:30:00+02:00;2009-09-15;17:30:00;mardi;100
2009;1003;Pont Audibert rive Nord vers le sud;2009-09-22T17:30:00+02:00;2009-09-22;17:30:00;mardi;145
2008;1003;Pont Audibert rive Nord vers l'est;2008-09-17T14:00:00+02:00;2008-09-17;14:00:00;mercredi;
2007;1003;Pont Audibert rive Nord vers le nord;2007-09-19T17:30:00+02:00;2007-09-19;17:30:00;mercredi;50
2007;1003;Pont Audibert rive Nord vers l'est;2007-09-12T17:30:00+02:00;2007-09-12;17:30:00;mercredi;
2006;1003;Pont Audibert rive Nord vers l'est;2006-09-29T14:00:00+02:00;2006-09-29;14:00:00;vendredi;1
2004;1003;Pont Audibert rive Nord vers le nord;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;55
2004;1003;Pont Audibert rive Nord vers le sud;2004-09-22T17:30:00+02:00;2004-09-22;17:30:00;mercredi;70
2004;1003;Pont Audibert rive Nord vers l'est;2004-09-15T14:00:00+02:00;2004-09-15;14:00:00;mercredi;12
2003;1003;Pont Audibert rive Nord vers le sud;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;71
2003;1003;Pont Audibert rive Nord vers l'est;2003-09-22T17:30:00+02:00;2003-09-22;17:30:00;lundi;6
2003;1003;Pont Audibert rive Nord vers l'ouest;2003-09-15T14:00:00+02:00;2003-09-15;14:00:00;lundi;5
2002;1003;Pont Audibert rive Nord vers le nord;2002-09-15T14:00:00+02:00;2002-09-15;14:00:00;dimanche;6
2001;1003;Pont Audibert rive Nord vers le sud;2001-09-15T14:00:00+02:00;2001-09-15;14:00:00;samedi;23
2001;1003;Pont Audibert rive Nord vers l'est;2001-09-22T17:30:00+02:00;2001-09-22;17:30:00;samedi;3
2000;1003;Pont Audibert rive Nord vers le nord;2000-09-22T17:30:00+02:00;2000-09-22;17:30:00;vendredi;60
2000;1003;Pont Audibert rive Nord vers le sud;2000-09-15T17:30:00+02:00;2000-09-15;17:30:00;vendredi;44
1999;1003;Pont Audibert rive Nord vers le sud;1999-09-15T17:30:00+02:00;1999-09-15;17:30:00;mercredi;56
1999;1003;Pont Audibert rive Nord vers le sud;1999-09-22T14:00:00+02:00;1999-09-22;14:00:00;mercredi;12
1999;1003;Pont Audibert rive Nord vers l'est;1999-09-22T17:30:00+02:00;1999-09-22;17:30:00;mercredi;9
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2019-09-19T14:00:00+02:00;2019-09-19;14:00:00;jeudi;128
2019;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2019-09-19T17:30:00+02:00;2019-09-19;17:30:00;jeudi;11
2018;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2018-09-20T14:00:00+02:00;2018-09-20;14:00:00;jeudi;20
2016;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2016-09-22T14:00:00+02:00;2016-09-22;14:00:00;jeudi;7
2016;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2016-09-29T17:30:00+02:00;2016-09-29;17:30:00;jeudi;26
2015;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2015-09-17T14:00:00+02:00;2015-09-17;14:00:00;jeudi;14
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers le nord;2014-09-25T17:30:00+02:00;2014-09-25;17:30:00;jeudi;259
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2014-09-18T17:30:00+02:00;2014-09-18;17:30:00;jeudi;264
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;11
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2014-09-18T17:30:00+02:00;2014-09-18;17:30:00;jeudi;50
2014;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'ouest;2014-09-18T14:00:00+02:00;2014-09-18;14:00:00;jeudi;9
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers le sud;2012-09-27T14:00:00+02:00;2012-09-27;14:00:00;jeudi;70
2012;1004;Cours des 50 otages à l'intersection de la rue des halles vers l'est;2012-09-27T17:30:00+02:00;2012-09-27;17:30:00;jeudi;21
